network,type,Top,Bas,Int,Can,Herb,Omn,Loop,ChLen,ChSD,ChNum,TL,MxSim,VulSD,GenSD,LinkSD,Path,Clust,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.062801932,0.937198068,0.130434783,0.014492754,0.821256039,0.111111111,NaN,NaN,,4.30214408,0.716348629,0.260759621,0.555997598,0.512709707,1.812785041,0.30462062,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0.048543689,0.087378641,0.86407767,0.087378641,0.053398058,0.830097087,0.067961165,2.096551724,0.544213729,2.161368002,4.17860657,0.710704824,0.280036253,0.552808556,0.519867648,1.862419493,0.283014843,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.082125604,0.917874396,0.115942029,0.038647343,0.821256039,0.164251208,NaN,NaN,,3.758046721,0.729624391,0.277912848,0.510138712,0.458267639,1.827668045,0.286209912,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.077294686,0.922705314,0.101449275,0.033816425,0.816425121,0.101449275,1.705882353,0.587867532,1.230448921,4.168580095,0.709751386,0.305556164,0.599014631,0.580286414,1.871900826,0.312574103,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.06763285,0.93236715,0.125603865,0.033816425,0.8647343,0.275362319,NaN,NaN,,4.207269458,0.744133497,0.261084737,0.512085349,0.484214469,2.086,0.350804494,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.101941748,0.898058252,0.116504854,0.033980583,0.825242718,0.13592233,NaN,NaN,,3.692345097,0.736379104,0.309083443,0.593441358,0.527698323,1.773650322,0.339380276,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.086956522,0.913043478,0.09178744,0.014492754,0.869565217,0.106280193,2.277777778,0.669113158,1.255272505,4.446951507,0.70793964,0.274296433,0.565330001,0.541965323,1.917757146,0.301268412,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.077294686,0.922705314,0.149758454,0.033816425,0.845410628,0.236714976,NaN,NaN,,4.258358527,0.752245606,0.250394103,0.552935316,0.506306512,1.918814853,0.378759805,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.077294686,0.922705314,0.130434783,0.019323671,0.850241546,0.1352657,NaN,NaN,,4.241393723,0.738821585,0.239987182,0.560761301,0.512025139,1.844068033,0.369881807,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.072463768,0.927536232,0.096618357,0.048309179,0.84057971,0.144927536,NaN,NaN,,4.079955462,0.71669523,0.197369708,0.559507334,0.495550026,1.863469959,0.355187207,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.077294686,0.922705314,0.09178744,0.038647343,0.811594203,0.072463768,NaN,NaN,,4.241732622,0.6997653,0.253540188,0.590630939,0.525518307,1.890455862,0.285350149,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0.004830918,0.082125604,0.913043478,0.096618357,0.053140097,0.77294686,0.111111111,1,NaN,0,3.886735367,0.701957655,0.281007856,0.554987465,0.513363956,1.884441351,0.285840845,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.048309179,0.951690821,0.125603865,0.009661836,0.879227053,0.120772947,NaN,NaN,,5.774179607,0.725344124,0.212901102,0.501874448,0.442578524,1.773567268,0.308877442,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0.033980583,0.053398058,0.912621359,0.067961165,0.058252427,0.825242718,0.009708738,1.830508475,0.530209535,1.770852012,4.215315924,0.725898866,0.354986901,0.64579786,0.600437565,1.763507897,0.286527943,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.086956522,0.913043478,0.106280193,0.048309179,0.821256039,0.125603865,NaN,NaN,,4.034266229,0.726602163,0.303305385,0.515356107,0.470910114,1.81346738,0.331327215,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.09178744,0.90821256,0.120772947,0.014492754,0.845410628,0.173913043,NaN,NaN,,4.449904577,0.721819595,0.231950449,0.528897599,0.479100826,1.818175414,0.356387885,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.111111111,0.888888889,0.111111111,0.024154589,0.84057971,0.130434783,2.217391304,0.599736438,1.361727836,4.063887435,0.732599217,0.285895097,0.556138641,0.509053459,1.821294424,0.307555009,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.06763285,0.93236715,0.06763285,0.038647343,0.835748792,0.086956522,2.5,0.518874522,1.146128036,4.29449905,0.714102136,0.310785502,0.550171904,0.52987879,1.890772128,0.247749973,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.06763285,0.93236715,0.101449275,0.043478261,0.845410628,0.120772947,NaN,NaN,,4.391301055,0.729402037,0.265971861,0.514559192,0.459116978,1.846499819,0.297999349,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.082125604,0.917874396,0.154589372,0.009661836,0.869565217,0.188405797,NaN,NaN,,4.571972456,0.749402721,0.301533098,0.490130687,0.452593738,1.911384443,0.304863464,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.082125604,0.917874396,0.106280193,0.043478261,0.816425121,0.188405797,NaN,NaN,,4.060044251,0.725382393,0.242010281,0.62018935,0.572291716,2.004952691,0.341448899,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.096618357,0.903381643,0.09178744,0.043478261,0.816425121,0.06763285,1.85,0.366347549,1.301029996,3.869816067,0.726469357,0.275388792,0.562047011,0.511762627,1.824927579,0.316409358,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.111111111,0.888888889,0.111111111,0.024154589,0.835748792,0.140096618,1.869565217,0.344350222,1.361727836,4.28697393,0.732646602,0.273969306,0.529653601,0.486233231,1.884548262,0.346970642,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.048780488,0.951219512,0.107317073,0.019512195,0.868292683,0.117073171,NaN,NaN,,4.529569586,0.724873453,0.242910576,0.5895385,0.534401781,1.939476554,0.325297429,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.062801932,0.937198068,0.096618357,0.033816425,0.8647343,0.115942029,NaN,NaN,,4.665600273,0.71513711,0.275409618,0.524919744,0.48876722,1.791421679,0.338606652,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.057971014,0.942028986,0.101449275,0.048309179,0.835748792,0.198067633,NaN,NaN,,4.152214352,0.73040025,0.249221698,0.58388696,0.539716768,1.866921683,0.33718823,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.106280193,0.893719807,0.101449275,0.024154589,0.811594203,0.077294686,NaN,NaN,,3.900939091,0.720694368,0.318704288,0.575213728,0.548047751,1.900912424,0.298697291,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.067961165,0.932038835,0.131067961,0.009708738,0.849514563,0.165048544,NaN,NaN,,4.132908202,0.73770254,0.263222687,0.575756499,0.541677781,1.841618337,0.349269683,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0.043478261,0.09178744,0.8647343,0.101449275,0.028985507,0.845410628,0.111111111,2.05625,0.606535424,2.204119983,3.792093962,0.73934513,0.268666816,0.585722995,0.521029615,1.769080235,0.30053592,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.101449275,0.898550725,0.096618357,0.043478261,0.801932367,0.111111111,NaN,NaN,,3.73278273,0.73882346,0.221540451,0.584707328,0.5275939,1.824064867,0.340141213,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.09178744,0.90821256,0.043478261,0.019323671,0.859903382,0.062801932,NaN,NaN,,4.009061674,0.723458662,0.337861147,0.542645496,0.509261473,1.839911743,0.228272853,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.057971014,0.942028986,0.062801932,0.024154589,0.869565217,0.106280193,2.333333333,0.492365964,1.079181246,4.279842759,0.699264793,0.318949684,0.508603185,0.475205247,1.894152993,0.22568096,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.072463768,0.927536232,0.101449275,0.024154589,0.835748792,0.149758454,NaN,NaN,,4.302824872,0.738878936,0.25168803,0.5493226,0.517333585,1.870654643,0.361574474,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.082125604,0.917874396,0.154589372,0.004830918,0.888888889,0.173913043,NaN,NaN,,5.101946594,0.750332542,0.213823824,0.539921625,0.498285949,1.791352333,0.396983415,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.053140097,0.946859903,0.072463768,0.028985507,0.869565217,0.09178744,NaN,NaN,,4.401061418,0.729797129,0.289931211,0.534851398,0.496776502,1.782605316,0.272557335,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.057971014,0.942028986,0.09178744,0.028985507,0.8647343,0.072463768,NaN,NaN,,4.341764067,0.721115225,0.301069559,0.526393318,0.478021434,1.777989729,0.29857758,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.077669903,0.922330097,0.106796117,0.014563107,0.873786408,0.169902913,NaN,NaN,,4.620339228,0.730387268,0.26689943,0.524948332,0.496423104,1.85864705,0.333369635,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.072815534,0.927184466,0.09223301,0.038834951,0.82038835,0.101941748,NaN,NaN,,3.949261666,0.737886741,0.291273637,0.547861747,0.490240286,1.828856485,0.288831205,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.072463768,0.927536232,0.077294686,0.043478261,0.835748792,0.057971014,1.8,0.414039336,1.176091259,4.348277183,0.730789604,0.291484427,0.5687477,0.51595446,1.786764122,0.308257981,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.06763285,0.93236715,0.1352657,0.024154589,0.874396135,0.188405797,NaN,NaN,,4.33817846,0.714906372,0.215743586,0.551138975,0.506169725,1.900152439,0.347765355,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.072463768,0.927536232,0.120772947,0.009661836,0.869565217,0.149758454,NaN,NaN,,4.555088189,0.739372629,0.283541221,0.527436055,0.493238622,1.825567963,0.336635484,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.057971014,0.942028986,0.111111111,0.014492754,0.884057971,0.144927536,1.833333333,0.389249472,1.079181246,4.688753651,0.724744784,0.304056377,0.53988863,0.495360328,1.792966407,0.322289517,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.038647343,0.961352657,0.1352657,0.014492754,0.893719807,0.077294686,2,0,1,5.078029028,0.739382114,0.267691464,0.571344884,0.517976652,1.790166947,0.314126187,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.101941748,0.898058252,0.140776699,0.033980583,0.82038835,0.189320388,NaN,NaN,,3.883950202,0.734164108,0.220969465,0.559668593,0.520128559,1.81627409,0.375680413,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.062801932,0.937198068,0.101449275,0.062801932,0.821256039,0.1352657,NaN,NaN,,4.612145905,0.729065419,0.302518843,0.605015298,0.584454321,1.911905522,0.319980869,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.06763285,0.93236715,0.096618357,0.024154589,0.869565217,0.111111111,2.066666667,0.25819889,1.176091259,4.144555394,0.730907785,0.280536848,0.552618979,0.495074268,1.79927973,0.287443808,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.082125604,0.917874396,0.140096618,0.072463768,0.811594203,0.1352657,NaN,NaN,,3.880866864,0.718492944,0.297728016,0.535538378,0.513648819,1.784648188,0.35778349,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.082125604,0.917874396,0.125603865,0.004830918,0.859903382,0.125603865,NaN,NaN,,4.148195823,0.709617104,0.235936102,0.541646886,0.491856734,1.861911988,0.313037017,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.06763285,0.93236715,0.120772947,0.033816425,0.859903382,0.149758454,1.866666667,0.516397779,1.176091259,4.673077053,0.724587964,0.225571751,0.558201323,0.522630215,1.847112767,0.333479386,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.087378641,0.912621359,0.101941748,0.053398058,0.82038835,0.082524272,NaN,NaN,,3.726077037,0.732066264,0.256125626,0.58331419,0.541485054,1.76925569,0.330915795,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.111111111,0.888888889,0.125603865,0.033816425,0.806763285,0.130434783,NaN,NaN,,3.546956906,0.728281477,0.255902731,0.563831819,0.507343829,1.836416968,0.314188367,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.067961165,0.932038835,0.101941748,0.004854369,0.90776699,0.097087379,1.857142857,0.36313652,1.146128036,4.84430485,0.703193608,0.331965189,0.593660601,0.555090429,1.812625653,0.319361774,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.06763285,0.93236715,0.1352657,0.057971014,0.826086957,0.130434783,NaN,NaN,,4.155003474,0.744496636,0.21385736,0.615158034,0.559466154,1.804432377,0.382273363,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.058252427,0.941747573,0.116504854,0.029126214,0.854368932,0.257281553,NaN,NaN,,4.345145384,0.69755528,0.285350854,0.506274703,0.486998987,1.980214037,0.31192992,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.072815534,0.927184466,0.058252427,0.014563107,0.844660194,0.04368932,NaN,NaN,,4.467127734,0.729481325,0.266252114,0.588245345,0.520281652,1.821151358,0.305219293,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.115942029,0.884057971,0.140096618,0.028985507,0.826086957,0.164251208,NaN,NaN,,4.026871081,0.732540189,0.247264617,0.559609668,0.5118387,1.801985816,0.365213125,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.06763285,0.93236715,0.125603865,0.019323671,0.845410628,0.15942029,NaN,NaN,,4.718133146,0.729481419,0.247773068,0.594960663,0.552589168,1.898194794,0.355330583,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.096618357,0.903381643,0.082125604,0.057971014,0.826086957,0.072463768,NaN,NaN,,3.51799997,0.724457939,0.292586378,0.548557113,0.493536605,1.767661272,0.294228738,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0.004830918,0.077294686,0.917874396,0.1352657,0.019323671,0.855072464,0.15942029,1.882352941,0.332105582,1.230448921,4.164544792,0.728214424,0.278235381,0.548974245,0.509203253,1.839171045,0.329733861,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0.004830918,0.096618357,0.898550725,0.101449275,0.024154589,0.830917874,0.086956522,2.2,0.410391341,1.301029996,3.976982533,0.723810326,0.278170837,0.611675008,0.568680458,1.869095611,0.353836415,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.092682927,0.907317073,0.117073171,0.043902439,0.819512195,0.16097561,1.894736842,0.458831468,1.278753601,4.283028061,0.73251345,0.310905847,0.595737171,0.537060096,1.947732627,0.343342288,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.101449275,0.898550725,0.09178744,0.024154589,0.806763285,0.101449275,NaN,NaN,,4.387401166,0.731856907,0.306259521,0.64829066,0.594438852,1.901506997,0.361534883,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0.038647343,0.086956522,0.874396135,0.106280193,0.033816425,0.859903382,0.072463768,2.289256198,0.688452571,2.08278537,4.017157604,0.70240518,0.23071663,0.55380167,0.510694695,1.877951002,0.302127429,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.077294686,0.922705314,0.101449275,0.033816425,0.826086957,0.169082126,NaN,NaN,,4.009113135,0.72555452,0.277342226,0.519183334,0.461811734,1.853099144,0.302309879,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0.009661836,0.082125604,0.90821256,0.082125604,0.028985507,0.821256039,0.149758454,2.1,0.480660465,1.477121255,4.30148524,0.732145952,0.273661539,0.525512815,0.461872467,1.862780205,0.306292242,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.086956522,0.913043478,0.125603865,0.028985507,0.855072464,0.202898551,NaN,NaN,,4.118188538,0.720506741,0.261533375,0.54009365,0.506359086,1.848294814,0.338919837,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.06763285,0.93236715,0.101449275,0.028985507,0.884057971,0.115942029,NaN,NaN,,4.335883946,0.732058991,0.268079586,0.570481512,0.524771209,1.842287058,0.341568385,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.072463768,0.927536232,0.120772947,0.038647343,0.874396135,0.183574879,NaN,NaN,,4.091774816,0.725176068,0.21063053,0.548429902,0.475295679,1.845966121,0.342565236,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.082125604,0.917874396,0.130434783,0.038647343,0.845410628,0.154589372,NaN,NaN,,4.433529019,0.727796139,0.20971951,0.577441857,0.52505327,1.9002849,0.348270366,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0.038834951,0.09223301,0.868932039,0.111650485,0.048543689,0.791262136,0.184466019,2.092436975,0.567354799,2.075546961,3.828259205,0.733708012,0.277061071,0.518098201,0.475526465,1.869212201,0.329125925,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0.06763285,0.062801932,0.869565217,0.101449275,0.019323671,0.879227053,0.125603865,2.163043478,0.577864429,2.264817823,4.591815194,0.713170239,0.272465958,0.568748084,0.530982333,1.889750215,0.313336171,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0.09178744,0.086956522,0.821256039,0.077294686,0.028985507,0.830917874,0.101449275,2.048148148,0.518698952,2.431363764,4.024633232,0.695539092,0.332526336,0.492988596,0.461046584,1.803076125,0.241894879,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.106280193,0.893719807,0.106280193,0.033816425,0.84057971,0.111111111,NaN,NaN,,3.802840463,0.730110387,0.261486656,0.552081574,0.493617154,1.785123303,0.328661958,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.086956522,0.913043478,0.115942029,0.019323671,0.859903382,0.188405797,NaN,NaN,,4.205130748,0.749639296,0.22963807,0.585540742,0.528515267,1.855676762,0.368997453,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.072463768,0.927536232,0.125603865,0.019323671,0.826086957,0.169082126,NaN,NaN,,5.296290915,0.738705571,0.215099703,0.559138956,0.521102136,1.891620944,0.351293145,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0.004830918,0.062801932,0.93236715,0.086956522,0.024154589,0.859903382,0.130434783,1.692307692,0.480384461,1.113943352,4.620972925,0.709046486,0.338420028,0.586774079,0.562886426,1.828410008,0.28821202,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.130434783,0.869565217,0.125603865,0.024154589,0.826086957,0.169082126,NaN,NaN,,3.719052486,0.745821836,0.248273791,0.56012557,0.517025529,1.963035291,0.356653444,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.086956522,0.913043478,0.140096618,0.024154589,0.835748792,0.173913043,NaN,NaN,,4.560534439,0.731667031,0.215270854,0.599080855,0.559872068,1.830815928,0.401367909,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.086956522,0.913043478,0.111111111,0.06763285,0.826086957,0.164251208,NaN,NaN,,3.596205233,0.749063709,0.272402939,0.551952878,0.472270054,1.834432339,0.310726901,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.096618357,0.903381643,0.125603865,0.06763285,0.821256039,0.193236715,NaN,NaN,,3.62783691,0.718556875,0.264670265,0.588376945,0.533868664,1.904651652,0.351010447,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.053140097,0.946859903,0.106280193,0.028985507,0.869565217,0.125603865,NaN,NaN,,5.152381018,0.724292675,0.259040202,0.591246723,0.548721446,1.88224163,0.358331411,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0.028985507,0.057971014,0.913043478,0.09178744,0.024154589,0.859903382,0.125603865,2.116666667,0.523730642,1.77815125,4.527433429,0.714999681,0.337084846,0.490756697,0.481092838,1.804924801,0.290073015,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.067961165,0.932038835,0.077669903,0.014563107,0.873786408,0.121359223,NaN,NaN,,4.810574495,0.728597271,0.270306085,0.602773385,0.562837598,1.86733774,0.334992612,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.09178744,0.90821256,0.106280193,0.033816425,0.830917874,0.106280193,NaN,NaN,,4.148098176,0.748607808,0.299084931,0.557806135,0.498793044,1.809049843,0.312444164,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.072463768,0.927536232,0.140096618,0.014492754,0.874396135,0.149758454,NaN,NaN,,4.256853941,0.741119626,0.260524699,0.588416821,0.537919493,1.815506841,0.370471968,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.072463768,0.927536232,0.09178744,0.043478261,0.845410628,0.096618357,NaN,NaN,,3.835576012,0.739405411,0.234225911,0.529200917,0.473655088,1.77417897,0.298695606,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.053398058,0.946601942,0.131067961,0.063106796,0.815533981,0.165048544,NaN,NaN,,4.240628428,0.738769021,0.202178727,0.57487796,0.524842829,1.805028182,0.371933801,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.097087379,0.902912621,0.097087379,0.04368932,0.849514563,0.077669903,NaN,NaN,,3.615646956,0.744001716,0.274530157,0.515831909,0.46973118,1.789645522,0.280368658,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.072463768,0.927536232,0.1352657,0.028985507,0.859903382,0.173913043,NaN,NaN,,4.268769319,0.727408631,0.241414573,0.592377258,0.541596461,1.814945593,0.364399455,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0.033816425,0.1352657,0.830917874,0.106280193,0.033816425,0.811594203,0.198067633,2.188235294,0.624814626,2.230448921,3.596740568,0.719106204,0.31309228,0.536865339,0.536756905,2.032610217,0.317588428,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.115942029,0.884057971,0.096618357,0.033816425,0.811594203,0.096618357,NaN,NaN,,3.647665998,0.73360621,0.285980968,0.589006787,0.536954929,1.820719652,0.316139829,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.096618357,0.903381643,0.096618357,0.038647343,0.826086957,0.1352657,NaN,NaN,,4.322613222,0.748470895,0.258572672,0.567135121,0.531634118,1.905022305,0.374203375,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0.038834951,0.077669903,0.883495146,0.063106796,0.029126214,0.849514563,0.063106796,2.14953271,0.844557921,2.029383778,4.040696739,0.715847925,0.275548063,0.557544352,0.481899713,1.845542807,0.269846441,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.082125604,0.917874396,0.101449275,0.043478261,0.801932367,0.096618357,NaN,NaN,,3.859210879,0.7005437,0.207439832,0.615399292,0.56262599,1.913302859,0.324994103,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.048543689,0.951456311,0.131067961,0.033980583,0.883495146,0.145631068,NaN,NaN,,4.601752653,0.732505116,0.270639134,0.54642553,0.518522853,1.869964912,0.347696269,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.082125604,0.917874396,0.101449275,0.038647343,0.826086957,0.111111111,NaN,NaN,,4.249652304,0.728355714,0.246208108,0.585561991,0.526135478,1.849472029,0.340099297,,,,,,,,,,,,,,,,,,,,
fezouata,niche model,0,0.115942029,0.884057971,0.111111111,0.014492754,0.811594203,0.111111111,NaN,NaN,,3.827569827,0.744522451,0.256420448,0.582978942,0.526623023,1.819386006,0.331192108,,,,,,,,,,,,,,,,,,,,
