Cons._sp.,Resource_sp.
Parapilekia olesnaensis,Plectorthis simplex
Parapilekia olesnaensis,Angusticardinia sp.
Parapilekia olesnaensis,Wosekella sp.
Parapilekia olesnaensis,Celdobolus sp.
Parapilekia olesnaensis,Wiwaxiid
Parapilekia olesnaensis,Calvapilosa kroegeri
Parapilekia olesnaensis,Plumulites bengtsoni
Parapilekia olesnaensis,Large plumulitid
Parapilekia olesnaensis,Palaeoscolex cf. tenensis
Parapilekia olesnaensis,Furca sp. 1
Parapilekia olesnaensis,Furca sp. 2
Parapilekia olesnaensis,Furca sp. 3
Parapilekia olesnaensis,Enosiaspis hrungnir
Parapilekia olesnaensis,Xiphosurid
Parapilekia olesnaensis,Tremaglaspis sp.
Parapilekia olesnaensis,Cheloniellid
Parapilekia olesnaensis,Asaphellus sp aff. jujuanus
Parapilekia olesnaensis,Asaphellus sp.
Parapilekia olesnaensis,Playpeltoides carmenae
Parapilekia olesnaensis,Symphysurus sicardi
Parapilekia olesnaensis,Symphysurus ebbestadi
Parapilekia olesnaensis,Symphysurus sp.
Parapilekia olesnaensis,Apatokephalus cf. incisus
Parapilekia olesnaensis,Orometopus sp.
Parapilekia olesnaensis,Foulonia peregrina
Parapilekia olesnaensis,Foulonia sp.
Parapilekia olesnaensis,Toletanaspis aff. borni
Parapilekia olesnaensis,Bavarilla zemmourensis
Parapilekia olesnaensis,Bavarilla sp.
Parapilekia olesnaensis,Colpocoryphe thorali
Parapilekia olesnaensis,Colpocoryphe pradesensis
Parapilekia olesnaensis,Colpocoryphe sp.
Parapilekia olesnaensis,Pharostomina sp. 
Parapilekia olesnaensis,Prionocheilus sp.
Parapilekia olesnaensis,Agerina quadrata
Parapilekia olesnaensis,Euloma sp.
Parapilekia olesnaensis,Beltella sp.
Parapilekia olesnaensis,Ampyx priscus
Parapilekia olesnaensis,Megistaspis (Ekeraspis) sp. indet.
Parapilekia olesnaensis,Parabathycheilus gallicus
Parapilekia olesnaensis,Anacheirurus adserai
Parapilekia olesnaensis,Eoharpes sp.
Parapilekia olesnaensis,Nileus deynouxi
Parapilekia olesnaensis,Villebrunaster fezouataensis
Parapilekia olesnaensis,Palaeosphaeronites sp.
Parapilekia olesnaensis,Palaeosphaeronites? prokopi
Parapilekia olesnaensis,Aristocystites cf. bohemicus (sinuous?)
Parapilekia olesnaensis,Balantiocystis regnelli
Parapilekia olesnaensis,Rhopalocystis destombesi
Parapilekia olesnaensis,Rhopalocystis fraga
Parapilekia olesnaensis,Rhopalocystis grandis
Parapilekia olesnaensis,Rhopalocystis havliceki
Parapilekia olesnaensis,Rhopalocystis zagoraensis
Parapilekia olesnaensis,Lingulocystis elongata
Parapilekia olesnaensis,cf. Pareocrinus
Parapilekia olesnaensis,Eocrinoidea indet. sp. 1
Parapilekia olesnaensis,Eocrinoidea indet. sp. 2
Parapilekia olesnaensis,Eocrinoidea indet.
Parapilekia olesnaensis,Aethocrinus cf. moorei
Parapilekia olesnaensis,Rhenopyrgid indet.
Parapilekia olesnaensis,Amygdalotheca griffei
Parapilekia olesnaensis,Anatifopsis trapeziiformis
Parapilekia olesnaensis,Aspidocarpus sp.
Parapilekia olesnaensis,Chauvelicystis ubaghsi
Parapilekia olesnaensis,Chauvelicystis spinosa
Parapilekia olesnaensis,Chauvelicystis vizcainoi
Parapilekia olesnaensis,Chauvelicystis sp.
Parapilekia olesnaensis,Sokkaejaecystis sp. 1
Parapilekia olesnaensis,Sokkaejaecystis sp. 2
Parapilekia olesnaensis,"Cornuta n. gen. 1, n. sp."
Parapilekia olesnaensis,"Cornuta n. gen. 2, n. sp."
Parapilekia olesnaensis,Flabellicarpus rushtoni
Parapilekia olesnaensis,Galliaecystis n. sp.
Parapilekia olesnaensis,Galliaecystis ubaghsi
Parapilekia olesnaensis,Hanusia n. sp.
Parapilekia olesnaensis,Lagynocystis pyramidalis
Parapilekia olesnaensis,Nanocarpus cf. dolambii
Parapilekia olesnaensis,Phyllocystis blayaci
Parapilekia olesnaensis,Procothurnocystis n. sp.
Parapilekia olesnaensis,Prokopicystis sp.
Parapilekia olesnaensis,Bohemiaecystis n. sp.
Parapilekia olesnaensis,Vizcainocarpus sp.
Parapilekia olesnaensis,Peltocystis cornuta
Parapilekia olesnaensis,Macrocystella bohemica
Parapilekia olesnaensis,cf. Castericystis
Parapilekia olesnaensis,Plasiacystis mobilis
Parapilekia olesnaensis,Elegantilites sp.
Parapilekia olesnaensis,Gamalites? sp.
Parapilekia sp.,Benthic detritus
Parapilekia sp.,Plectorthis simplex
Parapilekia sp.,Angusticardinia sp.
Parapilekia sp.,Wosekella sp.
Parapilekia sp.,Celdobolus sp.
Parapilekia sp.,Wiwaxiid
Parapilekia sp.,Calvapilosa kroegeri
Parapilekia sp.,Plumulites bengtsoni
Parapilekia sp.,Large plumulitid
Parapilekia sp.,Palaeoscolex cf. tenensis
Parapilekia sp.,Furca sp. 1
Parapilekia sp.,Furca sp. 2
Parapilekia sp.,Furca sp. 3
Parapilekia sp.,Enosiaspis hrungnir
Parapilekia sp.,Xiphosurid
Parapilekia sp.,Tremaglaspis sp.
Parapilekia sp.,Cheloniellid
Parapilekia sp.,Asaphellus sp aff. jujuanus
Parapilekia sp.,Asaphellus sp.
Parapilekia sp.,Playpeltoides carmenae
Parapilekia sp.,Symphysurus sicardi
Parapilekia sp.,Symphysurus ebbestadi
Parapilekia sp.,Symphysurus sp.
Parapilekia sp.,Apatokephalus cf. incisus
Parapilekia sp.,Orometopus sp.
Parapilekia sp.,Foulonia peregrina
Parapilekia sp.,Foulonia sp.
Parapilekia sp.,Toletanaspis aff. borni
Parapilekia sp.,Bavarilla zemmourensis
Parapilekia sp.,Bavarilla sp.
Parapilekia sp.,Colpocoryphe thorali
Parapilekia sp.,Colpocoryphe pradesensis
Parapilekia sp.,Colpocoryphe sp.
Parapilekia sp.,Pharostomina sp. 
Parapilekia sp.,Prionocheilus sp.
Parapilekia sp.,Agerina quadrata
Parapilekia sp.,Euloma sp.
Parapilekia sp.,Beltella sp.
Parapilekia sp.,Ampyx priscus
Parapilekia sp.,Megistaspis (Ekeraspis) sp. indet.
Parapilekia sp.,Parabathycheilus gallicus
Parapilekia sp.,Anacheirurus adserai
Parapilekia sp.,Eoharpes sp.
Parapilekia sp.,Nileus deynouxi
Parapilekia sp.,Villebrunaster fezouataensis
Parapilekia sp.,Palaeosphaeronites sp.
Parapilekia sp.,Palaeosphaeronites? prokopi
Parapilekia sp.,Aristocystites cf. bohemicus (sinuous?)
Parapilekia sp.,Balantiocystis regnelli
Parapilekia sp.,Rhopalocystis destombesi
Parapilekia sp.,Rhopalocystis fraga
Parapilekia sp.,Rhopalocystis grandis
Parapilekia sp.,Rhopalocystis havliceki
Parapilekia sp.,Rhopalocystis zagoraensis
Parapilekia sp.,Lingulocystis elongata
Parapilekia sp.,cf. Pareocrinus
Parapilekia sp.,Eocrinoidea indet. sp. 1
Parapilekia sp.,Eocrinoidea indet. sp. 2
Parapilekia sp.,Eocrinoidea indet.
Parapilekia sp.,Aethocrinus cf. moorei
Parapilekia sp.,Rhenopyrgid indet.
Parapilekia sp.,Amygdalotheca griffei
Parapilekia sp.,Anatifopsis trapeziiformis
Parapilekia sp.,Aspidocarpus sp.
Parapilekia sp.,Chauvelicystis ubaghsi
Parapilekia sp.,Chauvelicystis spinosa
Parapilekia sp.,Chauvelicystis vizcainoi
Parapilekia sp.,Chauvelicystis sp.
Parapilekia sp.,Sokkaejaecystis sp. 1
Parapilekia sp.,Sokkaejaecystis sp. 2
Parapilekia sp.,"Cornuta n. gen. 1, n. sp."
Parapilekia sp.,"Cornuta n. gen. 2, n. sp."
Parapilekia sp.,Flabellicarpus rushtoni
Parapilekia sp.,Galliaecystis n. sp.
Parapilekia sp.,Galliaecystis ubaghsi
Parapilekia sp.,Hanusia n. sp.
Parapilekia sp.,Lagynocystis pyramidalis
Parapilekia sp.,Nanocarpus cf. dolambii
Parapilekia sp.,Phyllocystis blayaci
Parapilekia sp.,Procothurnocystis n. sp.
Parapilekia sp.,Prokopicystis sp.
Parapilekia sp.,Bohemiaecystis n. sp.
Parapilekia sp.,Vizcainocarpus sp.
Parapilekia sp.,Peltocystis cornuta
Parapilekia sp.,Macrocystella bohemica
Parapilekia sp.,cf. Castericystis
Parapilekia sp.,Plasiacystis mobilis
Parapilekia sp.,Elegantilites sp.
Parapilekia sp.,Gamalites? sp.
Pileka sp.,Benthic detritus
Pileka sp.,Plectorthis simplex
Pileka sp.,Angusticardinia sp.
Pileka sp.,Wosekella sp.
Pileka sp.,Celdobolus sp.
Pileka sp.,Carcassonnella sp.
Pileka sp.,Wiwaxiid
Pileka sp.,Calvapilosa kroegeri
Pileka sp.,Palaeoscolex cf. tenensis
Pileka sp.,Furca sp. 1
Pileka sp.,Furca sp. 2
Pileka sp.,Furca sp. 3
Pileka sp.,Enosiaspis hrungnir
Pileka sp.,Setapedites abundantis
Pileka sp.,Tariccoia tazagurtensis
Pileka sp.,Cheloniellid
Pileka sp.,Apatokephalus cf. incisus
Pileka sp.,Orometopus sp.
Pileka sp.,Foulonia peregrina
Pileka sp.,Foulonia sp.
Pileka sp.,Toletanaspis aff. borni
Pileka sp.,Bavarilla zemmourensis
Pileka sp.,Bavarilla sp.
Pileka sp.,Colpocoryphe thorali
Pileka sp.,Colpocoryphe pradesensis
Pileka sp.,Pharostomina sp. 
Pileka sp.,Agerina quadrata
Pileka sp.,Geragnostus aff. occitanus
Pileka sp.,Geragnostus sp.
Pileka sp.,Beltella sp.
Pileka sp.,Ampyx priscus
Pileka sp.,Parabathycheilus gallicus
Pileka sp.,Eoharpes sp.
Pileka sp.,Nileus deynouxi
Pileka sp.,Palaeosphaeronites sp.
Pileka sp.,Palaeosphaeronites? prokopi
Pileka sp.,Aristocystites cf. bohemicus (sinuous?)
Pileka sp.,Balantiocystis regnelli
Pileka sp.,Rhopalocystis destombesi
Pileka sp.,Rhopalocystis fraga
Pileka sp.,Rhopalocystis grandis
Pileka sp.,Rhopalocystis havliceki
Pileka sp.,Rhopalocystis zagoraensis
Pileka sp.,Lingulocystis elongata
Pileka sp.,cf. Pareocrinus
Pileka sp.,Eocrinoidea indet. sp. 1
Pileka sp.,Eocrinoidea indet. sp. 2
Pileka sp.,Eocrinoidea indet.
Pileka sp.,Aethocrinus cf. moorei
Pileka sp.,Rhenopyrgid indet.
Pileka sp.,Amygdalotheca griffei
Pileka sp.,Anatifopsis trapeziiformis
Pileka sp.,Aspidocarpus sp.
Pileka sp.,Chauvelicystis ubaghsi
Pileka sp.,Chauvelicystis spinosa
Pileka sp.,Chauvelicystis vizcainoi
Pileka sp.,Chauvelicystis sp.
Pileka sp.,Sokkaejaecystis sp. 1
Pileka sp.,Sokkaejaecystis sp. 2
Pileka sp.,"Cornuta n. gen. 1, n. sp."
Pileka sp.,"Cornuta n. gen. 2, n. sp."
Pileka sp.,Flabellicarpus rushtoni
Pileka sp.,Galliaecystis n. sp.
Pileka sp.,Galliaecystis ubaghsi
Pileka sp.,Hanusia n. sp.
Pileka sp.,Lagynocystis pyramidalis
Pileka sp.,Nanocarpus cf. dolambii
Pileka sp.,Phyllocystis blayaci
Pileka sp.,Procothurnocystis n. sp.
Pileka sp.,Prokopicystis sp.
Pileka sp.,Bohemiaecystis n. sp.
Pileka sp.,Vizcainocarpus sp.
Pileka sp.,Peltocystis cornuta
Pileka sp.,Macrocystella bohemica
Pileka sp.,"""Didymograptus sp. 1"""
Pileka sp.,Didymograptid indet.
Pileka sp.,Koremagraptus sp.
Pileka sp.,Webbyites felix
Pileka sp.,Rhabdopleura-like epibiont
Pileka sp.,Gamalites? sp.
Toletanaspis aff. borni,Benthic detritus
Toletanaspis aff. borni,Plectorthis simplex
Toletanaspis aff. borni,Angusticardinia sp.
Toletanaspis aff. borni,Celdobolus sp.
Toletanaspis aff. borni,Carcassonnella sp.
Toletanaspis aff. borni,Wiwaxiid
Toletanaspis aff. borni,Enosiaspis hrungnir
Toletanaspis aff. borni,Setapedites abundantis
Toletanaspis aff. borni,Tariccoia tazagurtensis
Toletanaspis aff. borni,Parabathycheilus gallicus
Toletanaspis aff. borni,Palaeosphaeronites sp.
Toletanaspis aff. borni,Palaeosphaeronites? prokopi
Toletanaspis aff. borni,Aristocystites cf. bohemicus (sinuous?)
Toletanaspis aff. borni,Balantiocystis regnelli
Toletanaspis aff. borni,Rhopalocystis destombesi
Toletanaspis aff. borni,Rhopalocystis fraga
Toletanaspis aff. borni,Rhopalocystis grandis
Toletanaspis aff. borni,Rhopalocystis havliceki
Toletanaspis aff. borni,Rhopalocystis zagoraensis
Toletanaspis aff. borni,Lingulocystis elongata
Toletanaspis aff. borni,cf. Pareocrinus
Toletanaspis aff. borni,Eocrinoidea indet. sp. 1
Toletanaspis aff. borni,Eocrinoidea indet. sp. 2
Toletanaspis aff. borni,Eocrinoidea indet.
Toletanaspis aff. borni,Aethocrinus cf. moorei
Toletanaspis aff. borni,Rhenopyrgid indet.
Toletanaspis aff. borni,Amygdalotheca griffei
Toletanaspis aff. borni,Anatifopsis trapeziiformis
Toletanaspis aff. borni,Aspidocarpus sp.
Toletanaspis aff. borni,Chauvelicystis ubaghsi
Toletanaspis aff. borni,Chauvelicystis spinosa
Toletanaspis aff. borni,Chauvelicystis vizcainoi
Toletanaspis aff. borni,Chauvelicystis sp.
Toletanaspis aff. borni,Sokkaejaecystis sp. 1
Toletanaspis aff. borni,Sokkaejaecystis sp. 2
Toletanaspis aff. borni,"Cornuta n. gen. 1, n. sp."
Toletanaspis aff. borni,"Cornuta n. gen. 2, n. sp."
Toletanaspis aff. borni,Flabellicarpus rushtoni
Toletanaspis aff. borni,Galliaecystis n. sp.
Toletanaspis aff. borni,Galliaecystis ubaghsi
Toletanaspis aff. borni,Lagynocystis pyramidalis
Toletanaspis aff. borni,Nanocarpus cf. dolambii
Toletanaspis aff. borni,Phyllocystis blayaci
Toletanaspis aff. borni,Procothurnocystis n. sp.
Toletanaspis aff. borni,Prokopicystis sp.
Toletanaspis aff. borni,Vizcainocarpus sp.
Toletanaspis aff. borni,Peltocystis cornuta
Toletanaspis aff. borni,Macrocystella bohemica
Toletanaspis aff. borni,"""Didymograptus sp. 1"""
Toletanaspis aff. borni,Didymograptid indet.
Toletanaspis aff. borni,Koremagraptus sp.
Toletanaspis aff. borni,Webbyites felix
Toletanaspis aff. borni,Rhabdopleura-like epibiont
Bavarilla zemmourensis,Benthic detritus
Bavarilla zemmourensis,Plectorthis simplex
Bavarilla zemmourensis,Angusticardinia sp.
Bavarilla zemmourensis,Wosekella sp.
Bavarilla zemmourensis,Celdobolus sp.
Bavarilla zemmourensis,Carcassonnella sp.
Bavarilla zemmourensis,Wiwaxiid
Bavarilla zemmourensis,Enosiaspis hrungnir
Bavarilla zemmourensis,Setapedites abundantis
Bavarilla zemmourensis,Tariccoia tazagurtensis
Bavarilla zemmourensis,Orometopus sp.
Bavarilla zemmourensis,Agerina quadrata
Bavarilla zemmourensis,Geragnostus aff. occitanus
Bavarilla zemmourensis,Geragnostus sp.
Bavarilla zemmourensis,Ampyx priscus
Bavarilla zemmourensis,Parabathycheilus gallicus
Bavarilla zemmourensis,Nileus deynouxi
Bavarilla zemmourensis,Palaeosphaeronites sp.
Bavarilla zemmourensis,Palaeosphaeronites? prokopi
Bavarilla zemmourensis,Aristocystites cf. bohemicus (sinuous?)
Bavarilla zemmourensis,Balantiocystis regnelli
Bavarilla zemmourensis,Rhopalocystis destombesi
Bavarilla zemmourensis,Rhopalocystis fraga
Bavarilla zemmourensis,Rhopalocystis grandis
Bavarilla zemmourensis,Rhopalocystis havliceki
Bavarilla zemmourensis,Rhopalocystis zagoraensis
Bavarilla zemmourensis,Lingulocystis elongata
Bavarilla zemmourensis,cf. Pareocrinus
Bavarilla zemmourensis,Eocrinoidea indet. sp. 1
Bavarilla zemmourensis,Eocrinoidea indet. sp. 2
Bavarilla zemmourensis,Eocrinoidea indet.
Bavarilla zemmourensis,Aethocrinus cf. moorei
Bavarilla zemmourensis,Rhenopyrgid indet.
Bavarilla zemmourensis,Amygdalotheca griffei
Bavarilla zemmourensis,Anatifopsis trapeziiformis
Bavarilla zemmourensis,Aspidocarpus sp.
Bavarilla zemmourensis,Chauvelicystis ubaghsi
Bavarilla zemmourensis,Chauvelicystis spinosa
Bavarilla zemmourensis,Chauvelicystis vizcainoi
Bavarilla zemmourensis,Chauvelicystis sp.
Bavarilla zemmourensis,Sokkaejaecystis sp. 1
Bavarilla zemmourensis,Sokkaejaecystis sp. 2
Bavarilla zemmourensis,"Cornuta n. gen. 1, n. sp."
Bavarilla zemmourensis,"Cornuta n. gen. 2, n. sp."
Bavarilla zemmourensis,Flabellicarpus rushtoni
Bavarilla zemmourensis,Galliaecystis n. sp.
Bavarilla zemmourensis,Galliaecystis ubaghsi
Bavarilla zemmourensis,Lagynocystis pyramidalis
Bavarilla zemmourensis,Nanocarpus cf. dolambii
Bavarilla zemmourensis,Phyllocystis blayaci
Bavarilla zemmourensis,Procothurnocystis n. sp.
Bavarilla zemmourensis,Prokopicystis sp.
Bavarilla zemmourensis,Vizcainocarpus sp.
Bavarilla zemmourensis,Peltocystis cornuta
Bavarilla zemmourensis,Macrocystella bohemica
Bavarilla zemmourensis,"""Didymograptus sp. 1"""
Bavarilla zemmourensis,Didymograptid indet.
Bavarilla zemmourensis,Koremagraptus sp.
Bavarilla zemmourensis,Webbyites felix
Bavarilla zemmourensis,Rhabdopleura-like epibiont
Bavarilla sp.,Benthic detritus
Bavarilla sp.,Plectorthis simplex
Bavarilla sp.,Angusticardinia sp.
Bavarilla sp.,Wosekella sp.
Bavarilla sp.,Celdobolus sp.
Bavarilla sp.,Carcassonnella sp.
Bavarilla sp.,Wiwaxiid
Bavarilla sp.,Enosiaspis hrungnir
Bavarilla sp.,Setapedites abundantis
Bavarilla sp.,Tariccoia tazagurtensis
Bavarilla sp.,Orometopus sp.
Bavarilla sp.,Agerina quadrata
Bavarilla sp.,Geragnostus aff. occitanus
Bavarilla sp.,Geragnostus sp.
Bavarilla sp.,Ampyx priscus
Bavarilla sp.,Parabathycheilus gallicus
Bavarilla sp.,Nileus deynouxi
Bavarilla sp.,Palaeosphaeronites sp.
Bavarilla sp.,Palaeosphaeronites? prokopi
Bavarilla sp.,Aristocystites cf. bohemicus (sinuous?)
Bavarilla sp.,Balantiocystis regnelli
Bavarilla sp.,Rhopalocystis destombesi
Bavarilla sp.,Rhopalocystis fraga
Bavarilla sp.,Rhopalocystis grandis
Bavarilla sp.,Rhopalocystis havliceki
Bavarilla sp.,Rhopalocystis zagoraensis
Bavarilla sp.,Lingulocystis elongata
Bavarilla sp.,cf. Pareocrinus
Bavarilla sp.,Eocrinoidea indet. sp. 1
Bavarilla sp.,Eocrinoidea indet. sp. 2
Bavarilla sp.,Eocrinoidea indet.
Bavarilla sp.,Aethocrinus cf. moorei
Bavarilla sp.,Rhenopyrgid indet.
Bavarilla sp.,Amygdalotheca griffei
Bavarilla sp.,Anatifopsis trapeziiformis
Bavarilla sp.,Aspidocarpus sp.
Bavarilla sp.,Chauvelicystis ubaghsi
Bavarilla sp.,Chauvelicystis spinosa
Bavarilla sp.,Chauvelicystis vizcainoi
Bavarilla sp.,Chauvelicystis sp.
Bavarilla sp.,Sokkaejaecystis sp. 1
Bavarilla sp.,Sokkaejaecystis sp. 2
Bavarilla sp.,"Cornuta n. gen. 1, n. sp."
Bavarilla sp.,"Cornuta n. gen. 2, n. sp."
Bavarilla sp.,Flabellicarpus rushtoni
Bavarilla sp.,Galliaecystis n. sp.
Bavarilla sp.,Galliaecystis ubaghsi
Bavarilla sp.,Lagynocystis pyramidalis
Bavarilla sp.,Nanocarpus cf. dolambii
Bavarilla sp.,Phyllocystis blayaci
Bavarilla sp.,Procothurnocystis n. sp.
Bavarilla sp.,Prokopicystis sp.
Bavarilla sp.,Vizcainocarpus sp.
Bavarilla sp.,Peltocystis cornuta
Bavarilla sp.,Macrocystella bohemica
Bavarilla sp.,"""Didymograptus sp. 1"""
Bavarilla sp.,Didymograptid indet.
Bavarilla sp.,Koremagraptus sp.
Bavarilla sp.,Webbyites felix
Bavarilla sp.,Rhabdopleura-like epibiont
Colpocoryphe thorali,Benthic detritus
Colpocoryphe thorali,Plectorthis simplex
Colpocoryphe thorali,Angusticardinia sp.
Colpocoryphe thorali,Celdobolus sp.
Colpocoryphe thorali,Carcassonnella sp.
Colpocoryphe thorali,Wiwaxiid
Colpocoryphe thorali,Enosiaspis hrungnir
Colpocoryphe thorali,Setapedites abundantis
Colpocoryphe thorali,Tariccoia tazagurtensis
Colpocoryphe thorali,Parabathycheilus gallicus
Colpocoryphe thorali,Palaeosphaeronites sp.
Colpocoryphe thorali,Palaeosphaeronites? prokopi
Colpocoryphe thorali,Aristocystites cf. bohemicus (sinuous?)
Colpocoryphe thorali,Balantiocystis regnelli
Colpocoryphe thorali,Rhopalocystis destombesi
Colpocoryphe thorali,Rhopalocystis fraga
Colpocoryphe thorali,Rhopalocystis grandis
Colpocoryphe thorali,Rhopalocystis havliceki
Colpocoryphe thorali,Rhopalocystis zagoraensis
Colpocoryphe thorali,Lingulocystis elongata
Colpocoryphe thorali,cf. Pareocrinus
Colpocoryphe thorali,Eocrinoidea indet. sp. 1
Colpocoryphe thorali,Eocrinoidea indet. sp. 2
Colpocoryphe thorali,Eocrinoidea indet.
Colpocoryphe thorali,Aethocrinus cf. moorei
Colpocoryphe thorali,Rhenopyrgid indet.
Colpocoryphe thorali,Amygdalotheca griffei
Colpocoryphe thorali,Anatifopsis trapeziiformis
Colpocoryphe thorali,Aspidocarpus sp.
Colpocoryphe thorali,Chauvelicystis ubaghsi
Colpocoryphe thorali,Chauvelicystis spinosa
Colpocoryphe thorali,Chauvelicystis vizcainoi
Colpocoryphe thorali,Chauvelicystis sp.
Colpocoryphe thorali,Sokkaejaecystis sp. 1
Colpocoryphe thorali,Sokkaejaecystis sp. 2
Colpocoryphe thorali,"Cornuta n. gen. 1, n. sp."
Colpocoryphe thorali,"Cornuta n. gen. 2, n. sp."
Colpocoryphe thorali,Flabellicarpus rushtoni
Colpocoryphe thorali,Galliaecystis n. sp.
Colpocoryphe thorali,Galliaecystis ubaghsi
Colpocoryphe thorali,Lagynocystis pyramidalis
Colpocoryphe thorali,Nanocarpus cf. dolambii
Colpocoryphe thorali,Phyllocystis blayaci
Colpocoryphe thorali,Procothurnocystis n. sp.
Colpocoryphe thorali,Prokopicystis sp.
Colpocoryphe thorali,Vizcainocarpus sp.
Colpocoryphe thorali,Peltocystis cornuta
Colpocoryphe thorali,Macrocystella bohemica
Colpocoryphe thorali,"""Didymograptus sp. 1"""
Colpocoryphe thorali,Didymograptid indet.
Colpocoryphe thorali,Koremagraptus sp.
Colpocoryphe thorali,Webbyites felix
Colpocoryphe thorali,Rhabdopleura-like epibiont
Colpocoryphe pradesensis,Benthic detritus
Colpocoryphe pradesensis,Plectorthis simplex
Colpocoryphe pradesensis,Angusticardinia sp.
Colpocoryphe pradesensis,Celdobolus sp.
Colpocoryphe pradesensis,Carcassonnella sp.
Colpocoryphe pradesensis,Wiwaxiid
Colpocoryphe pradesensis,Enosiaspis hrungnir
Colpocoryphe pradesensis,Setapedites abundantis
Colpocoryphe pradesensis,Tariccoia tazagurtensis
Colpocoryphe pradesensis,Parabathycheilus gallicus
Colpocoryphe pradesensis,Palaeosphaeronites sp.
Colpocoryphe pradesensis,Palaeosphaeronites? prokopi
Colpocoryphe pradesensis,Aristocystites cf. bohemicus (sinuous?)
Colpocoryphe pradesensis,Balantiocystis regnelli
Colpocoryphe pradesensis,Rhopalocystis destombesi
Colpocoryphe pradesensis,Rhopalocystis fraga
Colpocoryphe pradesensis,Rhopalocystis grandis
Colpocoryphe pradesensis,Rhopalocystis havliceki
Colpocoryphe pradesensis,Rhopalocystis zagoraensis
Colpocoryphe pradesensis,Lingulocystis elongata
Colpocoryphe pradesensis,cf. Pareocrinus
Colpocoryphe pradesensis,Eocrinoidea indet. sp. 1
Colpocoryphe pradesensis,Eocrinoidea indet. sp. 2
Colpocoryphe pradesensis,Eocrinoidea indet.
Colpocoryphe pradesensis,Aethocrinus cf. moorei
Colpocoryphe pradesensis,Rhenopyrgid indet.
Colpocoryphe pradesensis,Amygdalotheca griffei
Colpocoryphe pradesensis,Anatifopsis trapeziiformis
Colpocoryphe pradesensis,Aspidocarpus sp.
Colpocoryphe pradesensis,Chauvelicystis ubaghsi
Colpocoryphe pradesensis,Chauvelicystis spinosa
Colpocoryphe pradesensis,Chauvelicystis vizcainoi
Colpocoryphe pradesensis,Chauvelicystis sp.
Colpocoryphe pradesensis,Sokkaejaecystis sp. 1
Colpocoryphe pradesensis,Sokkaejaecystis sp. 2
Colpocoryphe pradesensis,"Cornuta n. gen. 1, n. sp."
Colpocoryphe pradesensis,"Cornuta n. gen. 2, n. sp."
Colpocoryphe pradesensis,Flabellicarpus rushtoni
Colpocoryphe pradesensis,Galliaecystis n. sp.
Colpocoryphe pradesensis,Galliaecystis ubaghsi
Colpocoryphe pradesensis,Lagynocystis pyramidalis
Colpocoryphe pradesensis,Nanocarpus cf. dolambii
Colpocoryphe pradesensis,Phyllocystis blayaci
Colpocoryphe pradesensis,Procothurnocystis n. sp.
Colpocoryphe pradesensis,Prokopicystis sp.
Colpocoryphe pradesensis,Vizcainocarpus sp.
Colpocoryphe pradesensis,Peltocystis cornuta
Colpocoryphe pradesensis,Macrocystella bohemica
Colpocoryphe pradesensis,"""Didymograptus sp. 1"""
Colpocoryphe pradesensis,Didymograptid indet.
Colpocoryphe pradesensis,Koremagraptus sp.
Colpocoryphe pradesensis,Webbyites felix
Colpocoryphe pradesensis,Rhabdopleura-like epibiont
Colpocoryphe sp.,Benthic detritus
Colpocoryphe sp.,Plectorthis simplex
Colpocoryphe sp.,Angusticardinia sp.
Colpocoryphe sp.,Wosekella sp.
Colpocoryphe sp.,Celdobolus sp.
Colpocoryphe sp.,Carcassonnella sp.
Colpocoryphe sp.,Wiwaxiid
Colpocoryphe sp.,Furca sp. 1
Colpocoryphe sp.,Furca sp. 2
Colpocoryphe sp.,Furca sp. 3
Colpocoryphe sp.,Enosiaspis hrungnir
Colpocoryphe sp.,Setapedites abundantis
Colpocoryphe sp.,Tariccoia tazagurtensis
Colpocoryphe sp.,Cheloniellid
Colpocoryphe sp.,Apatokephalus cf. incisus
Colpocoryphe sp.,Orometopus sp.
Colpocoryphe sp.,Toletanaspis aff. borni
Colpocoryphe sp.,Colpocoryphe thorali
Colpocoryphe sp.,Agerina quadrata
Colpocoryphe sp.,Geragnostus aff. occitanus
Colpocoryphe sp.,Geragnostus sp.
Colpocoryphe sp.,Ampyx priscus
Colpocoryphe sp.,Parabathycheilus gallicus
Colpocoryphe sp.,Nileus deynouxi
Colpocoryphe sp.,Palaeosphaeronites sp.
Colpocoryphe sp.,Palaeosphaeronites? prokopi
Colpocoryphe sp.,Aristocystites cf. bohemicus (sinuous?)
Colpocoryphe sp.,Balantiocystis regnelli
Colpocoryphe sp.,Rhopalocystis destombesi
Colpocoryphe sp.,Rhopalocystis fraga
Colpocoryphe sp.,Rhopalocystis grandis
Colpocoryphe sp.,Rhopalocystis havliceki
Colpocoryphe sp.,Rhopalocystis zagoraensis
Colpocoryphe sp.,Lingulocystis elongata
Colpocoryphe sp.,cf. Pareocrinus
Colpocoryphe sp.,Eocrinoidea indet. sp. 1
Colpocoryphe sp.,Eocrinoidea indet. sp. 2
Colpocoryphe sp.,Eocrinoidea indet.
Colpocoryphe sp.,Aethocrinus cf. moorei
Colpocoryphe sp.,Rhenopyrgid indet.
Colpocoryphe sp.,Amygdalotheca griffei
Colpocoryphe sp.,Anatifopsis trapeziiformis
Colpocoryphe sp.,Aspidocarpus sp.
