Cons._sp.,Resource_sp.,Certainty level
Symphysurus sp.,Anatifopsis trapeziiformis,1
Symphysurus sp.,Aspidocarpus sp.,1
Symphysurus sp.,Chauvelicystis ubaghsi,1
Symphysurus sp.,Chauvelicystis spinosa,1
Symphysurus sp.,Chauvelicystis vizcainoi,1
Symphysurus sp.,Sokkaejaecystis sp. 1,1
Symphysurus sp.,Sokkaejaecystis sp. 2,1
Symphysurus sp.,"Cornuta n. gen. 1, n. sp.",1
Symphysurus sp.,"Cornuta n. gen. 2, n. sp.",1
Symphysurus sp.,Flabellicarpus rushtoni,1
Symphysurus sp.,Galliaecystis n. sp.,1
Symphysurus sp.,Galliaecystis ubaghsi,1
Symphysurus sp.,Hanusia n. sp.,1
Symphysurus sp.,Lagynocystis pyramidalis,1
Symphysurus sp.,Nanocarpus cf. dolambii,1
Symphysurus sp.,Phyllocystis blayaci,1
Symphysurus sp.,Procothurnocystis n. sp.,1
Symphysurus sp.,Prokopicystis sp.,1
Symphysurus sp.,Bohemiaecystis n. sp.,1
Symphysurus sp.,Vizcainocarpus sp.,1
Symphysurus sp.,Peltocystis cornuta,1
Symphysurus sp.,Macrocystella bohemica,1
Symphysurus sp.,Kiaerograptus'? sp. (slightly deflexed),1
Symphysurus sp.,Webbyites felix,1
Symphysurus sp.,Tarfaya sp.,1
Symphysurus sp.,Wosekella filiola,1
Symphysurus sp.,Lingulella lata?,1
Symphysurus sp.,Glossella sp.,1
Symphysurus sp.,Rafanoglossa inversa,1
Symphysurus sp.,Spondyglossella? sp.,1
Symphysurus sp.,Obolidae indet.,1
Symphysurus sp.,Orbithele tazagurta,1
Symphysurus sp.,Lacunites punctum,1
Symphysurus sp.,Nanorthis sp.,1
Symphysurus sp.,Euorthisina sp. 1,1
Symphysurus sp.,Kvania sp.,1
Symphysurus sp.,Tinzoulinorthis fasciata,1
Symphysurus sp.,Tinzoulinorthis? sp.,1
Symphysurus sp.,Incorthis sp.,1
Symphysurus sp.,Nocturnellia sp.,1
Symphysurus sp.,Ribeiria cf. personata,1
Symphysurus sp.,Indiligens sp.,1
Symphysurus sp.,Cephalodiscid hemichordate,1
Apatokephalus cf. incisus,Benthic detritus,1
Apatokephalus cf. incisus,Plectorthis simplex,1
Apatokephalus cf. incisus,Angusticardinia sp.,1
Apatokephalus cf. incisus,Celdobolus mirandus,1
Apatokephalus cf. incisus,Redonia michelae,1
Apatokephalus cf. incisus,Carcassonnella sp.,1
Apatokephalus cf. incisus,Wiwaxiid,1
Apatokephalus cf. incisus,Enosiaspis hrungnir,1
Apatokephalus cf. incisus,Setapedites abundantis,1
Apatokephalus cf. incisus,Tariccoia tazagurtensis,1
Apatokephalus cf. incisus,Parabathycheilus gallicus,1
Apatokephalus cf. incisus,Palaeosphaeronites sp.,1
Apatokephalus cf. incisus,Palaeosphaeronites? prokopi,1
Apatokephalus cf. incisus,Aristocystites cf. bohemicus (sinuous?),1
Apatokephalus cf. incisus,Balantiocystis regnelli,1
Apatokephalus cf. incisus,Rhopalocystis destombesi,1
Apatokephalus cf. incisus,Rhopalocystis fraga,1
Apatokephalus cf. incisus,Rhopalocystis grandis,1
Apatokephalus cf. incisus,Rhopalocystis havliceki,1
Apatokephalus cf. incisus,Rhopalocystis zagoraensis,1
Apatokephalus cf. incisus,Lingulocystis elongata,1
Apatokephalus cf. incisus,cf. Pareocrinus,1
Apatokephalus cf. incisus,Eocrinoidea indet. sp. 1,1
Apatokephalus cf. incisus,Eocrinoidea indet. sp. 2,1
Apatokephalus cf. incisus,Eocrinoidea indet.,1
Apatokephalus cf. incisus,Aethocrinus cf. moorei,1
Apatokephalus cf. incisus,Rhenopyrgid indet.,1
Apatokephalus cf. incisus,Amygdalotheca griffei,1
Apatokephalus cf. incisus,Anatifopsis trapeziiformis,1
Apatokephalus cf. incisus,Aspidocarpus sp.,1
Apatokephalus cf. incisus,Chauvelicystis ubaghsi,1
Apatokephalus cf. incisus,Chauvelicystis spinosa,1
Apatokephalus cf. incisus,Chauvelicystis vizcainoi,1
Apatokephalus cf. incisus,Sokkaejaecystis sp. 1,1
Apatokephalus cf. incisus,Sokkaejaecystis sp. 2,1
Apatokephalus cf. incisus,"Cornuta n. gen. 1, n. sp.",1
Apatokephalus cf. incisus,"Cornuta n. gen. 2, n. sp.",1
Apatokephalus cf. incisus,Flabellicarpus rushtoni,1
Apatokephalus cf. incisus,Galliaecystis n. sp.,1
Apatokephalus cf. incisus,Galliaecystis ubaghsi,1
Apatokephalus cf. incisus,Lagynocystis pyramidalis,1
Apatokephalus cf. incisus,Nanocarpus cf. dolambii,1
Apatokephalus cf. incisus,Phyllocystis blayaci,1
Apatokephalus cf. incisus,Procothurnocystis n. sp.,1
Apatokephalus cf. incisus,Prokopicystis sp.,1
Apatokephalus cf. incisus,Vizcainocarpus sp.,1
Apatokephalus cf. incisus,Peltocystis cornuta,1
Apatokephalus cf. incisus,Macrocystella bohemica,1
Apatokephalus cf. incisus,Kiaerograptus'? sp. (slightly deflexed),1
Apatokephalus cf. incisus,Webbyites felix,1
Apatokephalus cf. incisus,Lingulella lata?,1
Apatokephalus cf. incisus,Obolidae indet.,1
Apatokephalus cf. incisus,Orbithele tazagurta,1
Apatokephalus cf. incisus,Euorthisina sp. 1,1
Apatokephalus cf. incisus,Tinzoulinorthis fasciata,1
Apatokephalus cf. incisus,Tinzoulinorthis? sp.,1
Apatokephalus cf. incisus,Incorthis sp.,1
Apatokephalus cf. incisus,Nocturnellia sp.,1
Apatokephalus cf. incisus,Indiligens sp.,1
Apatokephalus cf. incisus,Cephalodiscid hemichordate,1
Dikelokephalina brenchleyi,Benthic detritus,1
Dikelokephalina brenchleyi,Plectorthis simplex,1
Dikelokephalina brenchleyi,Angusticardinia sp.,1
Dikelokephalina brenchleyi,Wosekella maghribi  ,1
Dikelokephalina brenchleyi,Celdobolus mirandus,1
Dikelokephalina brenchleyi,Babinka prima,1
Dikelokephalina brenchleyi,Redonia michelae,1
Dikelokephalina brenchleyi,Pelecyogyra fezouataensis,1
Dikelokephalina brenchleyi,Wiwaxiid,1
Dikelokephalina brenchleyi,Calvapilosa kroegeri,1
Dikelokephalina brenchleyi,Plumulites bengtsoni,2
Dikelokephalina brenchleyi,Large plumulitid,2
Dikelokephalina brenchleyi,Palaeoscolex cf. tenensis,2
Dikelokephalina brenchleyi,Villebrunaster fezouataensis,1
Dikelokephalina brenchleyi,Palaeosphaeronites sp.,1
Dikelokephalina brenchleyi,Palaeosphaeronites? prokopi,1
Dikelokephalina brenchleyi,Aristocystites cf. bohemicus (sinuous?),1
Dikelokephalina brenchleyi,Balantiocystis regnelli,1
Dikelokephalina brenchleyi,Rhopalocystis destombesi,1
Dikelokephalina brenchleyi,Rhopalocystis fraga,1
Dikelokephalina brenchleyi,Rhopalocystis grandis,1
Dikelokephalina brenchleyi,Rhopalocystis havliceki,1
Dikelokephalina brenchleyi,Rhopalocystis zagoraensis,1
Dikelokephalina brenchleyi,Lingulocystis elongata,1
Dikelokephalina brenchleyi,cf. Pareocrinus,1
Dikelokephalina brenchleyi,Eocrinoidea indet. sp. 1,1
Dikelokephalina brenchleyi,Eocrinoidea indet. sp. 2,1
Dikelokephalina brenchleyi,Eocrinoidea indet.,1
Dikelokephalina brenchleyi,Aethocrinus cf. moorei,1
Dikelokephalina brenchleyi,Rhenopyrgid indet.,1
Dikelokephalina brenchleyi,Amygdalotheca griffei,1
Dikelokephalina brenchleyi,Anatifopsis trapeziiformis,1
Dikelokephalina brenchleyi,Aspidocarpus sp.,1
Dikelokephalina brenchleyi,Chauvelicystis ubaghsi,1
Dikelokephalina brenchleyi,Chauvelicystis spinosa,1
Dikelokephalina brenchleyi,Chauvelicystis vizcainoi,1
Dikelokephalina brenchleyi,Sokkaejaecystis sp. 1,1
Dikelokephalina brenchleyi,Sokkaejaecystis sp. 2,1
Dikelokephalina brenchleyi,"Cornuta n. gen. 1, n. sp.",1
Dikelokephalina brenchleyi,"Cornuta n. gen. 2, n. sp.",1
Dikelokephalina brenchleyi,Flabellicarpus rushtoni,1
Dikelokephalina brenchleyi,Galliaecystis n. sp.,1
Dikelokephalina brenchleyi,Galliaecystis ubaghsi,1
Dikelokephalina brenchleyi,Hanusia n. sp.,1
Dikelokephalina brenchleyi,Lagynocystis pyramidalis,1
Dikelokephalina brenchleyi,Nanocarpus cf. dolambii,1
Dikelokephalina brenchleyi,Phyllocystis blayaci,1
Dikelokephalina brenchleyi,Procothurnocystis n. sp.,1
Dikelokephalina brenchleyi,Prokopicystis sp.,1
Dikelokephalina brenchleyi,Bohemiaecystis n. sp.,1
Dikelokephalina brenchleyi,Vizcainocarpus sp.,1
Dikelokephalina brenchleyi,Macrocystella bohemica,1
Dikelokephalina brenchleyi,Plasiacystis mobilis,1
Dikelokephalina brenchleyi,Elegantilites sp. A,1
Dikelokephalina brenchleyi,Tarfaya sp.,1
Dikelokephalina brenchleyi,Wosekella filiola,1
Dikelokephalina brenchleyi,Sedlecilingula sp.,1
Dikelokephalina brenchleyi,Glossella sp.,1
Dikelokephalina brenchleyi,Rafanoglossa inversa,1
Dikelokephalina brenchleyi,Spondyglossella? sp.,1
Dikelokephalina brenchleyi,Thysanotos cf. siluricus,1
Dikelokephalina brenchleyi,Lacunites punctum,1
Dikelokephalina brenchleyi,Nothorthis sp.,1
Dikelokephalina brenchleyi,Nanorthis sp.,1
Dikelokephalina brenchleyi,Ribeiria cf. personata,1
Dikelokephalina brenchleyi,Selkirkia tsering,2
Dikelokephalina brenchleyi,Leptoplastides salteri,1
Dikelokephalina brenchleyi,Symphysurina sp.,1
Dikelokephalina brenchleyi,Niobella sp.,1
Orometopus sp.,suspended organic matter,2
Orometopus sp.,Benthic detritus,2
Lichakephalus stubbsi,Benthic detritus,1
Lichakephalus stubbsi,Plectorthis simplex,1
Lichakephalus stubbsi,Angusticardinia sp.,1
Lichakephalus stubbsi,Wosekella maghribi  ,1
Lichakephalus stubbsi,Celdobolus mirandus,1
Lichakephalus stubbsi,Babinka prima,1
Lichakephalus stubbsi,Redonia michelae,1
Lichakephalus stubbsi,Pelecyogyra fezouataensis,1
Lichakephalus stubbsi,Wiwaxiid,1
Lichakephalus stubbsi,Calvapilosa kroegeri,1
Lichakephalus stubbsi,Plumulites bengtsoni,2
Lichakephalus stubbsi,Large plumulitid,2
Lichakephalus stubbsi,Palaeoscolex cf. tenensis,2
Lichakephalus stubbsi,Villebrunaster fezouataensis,1
Lichakephalus stubbsi,Palaeosphaeronites sp.,1
Lichakephalus stubbsi,Palaeosphaeronites? prokopi,1
Lichakephalus stubbsi,Aristocystites cf. bohemicus (sinuous?),1
Lichakephalus stubbsi,Balantiocystis regnelli,1
Lichakephalus stubbsi,Rhopalocystis destombesi,1
Lichakephalus stubbsi,Rhopalocystis fraga,1
Lichakephalus stubbsi,Rhopalocystis grandis,1
Lichakephalus stubbsi,Rhopalocystis havliceki,1
Lichakephalus stubbsi,Rhopalocystis zagoraensis,1
Lichakephalus stubbsi,Lingulocystis elongata,1
Lichakephalus stubbsi,cf. Pareocrinus,1
Lichakephalus stubbsi,Eocrinoidea indet. sp. 1,1
Lichakephalus stubbsi,Eocrinoidea indet. sp. 2,1
Lichakephalus stubbsi,Eocrinoidea indet.,1
Lichakephalus stubbsi,Aethocrinus cf. moorei,1
Lichakephalus stubbsi,Rhenopyrgid indet.,1
Lichakephalus stubbsi,Amygdalotheca griffei,1
Lichakephalus stubbsi,Anatifopsis trapeziiformis,1
Lichakephalus stubbsi,Aspidocarpus sp.,1
Lichakephalus stubbsi,Chauvelicystis ubaghsi,1
Lichakephalus stubbsi,Chauvelicystis spinosa,1
Lichakephalus stubbsi,Chauvelicystis vizcainoi,1
Lichakephalus stubbsi,Sokkaejaecystis sp. 1,1
Lichakephalus stubbsi,Sokkaejaecystis sp. 2,1
Lichakephalus stubbsi,"Cornuta n. gen. 1, n. sp.",1
Lichakephalus stubbsi,"Cornuta n. gen. 2, n. sp.",1
Lichakephalus stubbsi,Flabellicarpus rushtoni,1
Lichakephalus stubbsi,Galliaecystis n. sp.,1
Lichakephalus stubbsi,Galliaecystis ubaghsi,1
Lichakephalus stubbsi,Hanusia n. sp.,1
Lichakephalus stubbsi,Lagynocystis pyramidalis,1
Lichakephalus stubbsi,Nanocarpus cf. dolambii,1
Lichakephalus stubbsi,Phyllocystis blayaci,1
Lichakephalus stubbsi,Procothurnocystis n. sp.,1
Lichakephalus stubbsi,Prokopicystis sp.,1
Lichakephalus stubbsi,Bohemiaecystis n. sp.,1
Lichakephalus stubbsi,Vizcainocarpus sp.,1
Lichakephalus stubbsi,Macrocystella bohemica,1
Lichakephalus stubbsi,Plasiacystis mobilis,1
Lichakephalus stubbsi,Elegantilites sp. A,1
Lichakephalus stubbsi,Cavernolites n. sp.,1
Lichakephalus stubbsi,Sedlecilingula sp.,1
Lichakephalus stubbsi,Thysanotos cf. siluricus,1
Lichakephalus stubbsi,Nothorthis sp.,1
Lichakephalus stubbsi,Ribeiria cf. personata,1
Lichakephalus stubbsi,Selkirkia tsering,2
Lichakephalus stubbsi,Leptoplastides salteri,1
Lichakephalus stubbsi,Symphysurina sp.,1
Lichakephalus stubbsi,Niobella sp.,1
Foulonia peregrina,Benthic detritus,1
Foulonia peregrina,Plectorthis simplex,1
Foulonia peregrina,Angusticardinia sp.,1
Foulonia peregrina,Celdobolus mirandus,1
Foulonia peregrina,Redonia michelae,1
Foulonia peregrina,Carcassonnella sp.,1
Foulonia peregrina,Wiwaxiid,1
Foulonia peregrina,Enosiaspis hrungnir,1
Foulonia peregrina,Setapedites abundantis,1
Foulonia peregrina,Tariccoia tazagurtensis,1
Foulonia peregrina,Parabathycheilus gallicus,1
Foulonia peregrina,Palaeosphaeronites sp.,1
Foulonia peregrina,Palaeosphaeronites? prokopi,1
Foulonia peregrina,Aristocystites cf. bohemicus (sinuous?),1
Foulonia peregrina,Balantiocystis regnelli,1
Foulonia peregrina,Rhopalocystis destombesi,1
Foulonia peregrina,Rhopalocystis fraga,1
Foulonia peregrina,Rhopalocystis grandis,1
Foulonia peregrina,Rhopalocystis havliceki,1
Foulonia peregrina,Rhopalocystis zagoraensis,1
Foulonia peregrina,Lingulocystis elongata,1
Foulonia peregrina,cf. Pareocrinus,1
Foulonia peregrina,Eocrinoidea indet. sp. 1,1
Foulonia peregrina,Eocrinoidea indet. sp. 2,1
Foulonia peregrina,Eocrinoidea indet.,1
Foulonia peregrina,Aethocrinus cf. moorei,1
Foulonia peregrina,Rhenopyrgid indet.,1
Foulonia peregrina,Amygdalotheca griffei,1
Foulonia peregrina,Anatifopsis trapeziiformis,1
Foulonia peregrina,Aspidocarpus sp.,1
Foulonia peregrina,Chauvelicystis ubaghsi,1
Foulonia peregrina,Chauvelicystis spinosa,1
Foulonia peregrina,Chauvelicystis vizcainoi,1
Foulonia peregrina,Sokkaejaecystis sp. 1,1
Foulonia peregrina,Sokkaejaecystis sp. 2,1
Foulonia peregrina,"Cornuta n. gen. 1, n. sp.",1
Foulonia peregrina,"Cornuta n. gen. 2, n. sp.",1
Foulonia peregrina,Flabellicarpus rushtoni,1
Foulonia peregrina,Galliaecystis n. sp.,1
Foulonia peregrina,Galliaecystis ubaghsi,1
Foulonia peregrina,Lagynocystis pyramidalis,1
Foulonia peregrina,Nanocarpus cf. dolambii,1
Foulonia peregrina,Phyllocystis blayaci,1
Foulonia peregrina,Procothurnocystis n. sp.,1
Foulonia peregrina,Prokopicystis sp.,1
Foulonia peregrina,Vizcainocarpus sp.,1
Foulonia peregrina,Peltocystis cornuta,1
Foulonia peregrina,Macrocystella bohemica,1
Foulonia peregrina,Kiaerograptus'? sp. (slightly deflexed),1
Foulonia peregrina,Webbyites felix,1
Foulonia peregrina,Lingulella lata?,1
Foulonia peregrina,Obolidae indet.,1
Foulonia peregrina,Orbithele tazagurta,1
Foulonia peregrina,Euorthisina sp. 1,1
Foulonia peregrina,Tinzoulinorthis fasciata,1
Foulonia peregrina,Tinzoulinorthis? sp.,1
Foulonia peregrina,Incorthis sp.,1
Foulonia peregrina,Nocturnellia sp.,1
Foulonia peregrina,Indiligens sp.,1
Foulonia peregrina,Cephalodiscid hemichordate,1
Parapilekia cf. sougyi,Benthic detritus,1
Parapilekia cf. sougyi,Plectorthis simplex,1
Parapilekia cf. sougyi,Angusticardinia sp.,1
Parapilekia cf. sougyi,Wosekella maghribi  ,1
Parapilekia cf. sougyi,Celdobolus mirandus,1
Parapilekia cf. sougyi,Babinka prima,1
Parapilekia cf. sougyi,Redonia michelae,1
Parapilekia cf. sougyi,Pelecyogyra fezouataensis,1
Parapilekia cf. sougyi,Wiwaxiid,1
Parapilekia cf. sougyi,Calvapilosa kroegeri,1
Parapilekia cf. sougyi,Plumulites bengtsoni,2
Parapilekia cf. sougyi,Large plumulitid,2
Parapilekia cf. sougyi,Palaeoscolex cf. tenensis,2
Parapilekia cf. sougyi,Furca sp. 1,1
Parapilekia cf. sougyi,Furca sp. 2,1
Parapilekia cf. sougyi,Furca sp. 3,1
Parapilekia cf. sougyi,Enosiaspis hrungnir,1
Parapilekia cf. sougyi,Xiphosurid,1
Parapilekia cf. sougyi,Tremaglaspis sp.,1
Parapilekia cf. sougyi,Cheloniellid,1
Parapilekia cf. sougyi,Asaphellus sp aff. jujuanus,1
Parapilekia cf. sougyi,Asaphellus sp.,1
Parapilekia cf. sougyi,Playpeltoides' carmenae,1
Parapilekia cf. sougyi,Symphysurus sicardi,1
Parapilekia cf. sougyi,Symphysurus ebbestadi,1
Parapilekia cf. sougyi,Symphysurus sp.,1
Parapilekia cf. sougyi,Apatokephalus cf. incisus,1
Parapilekia cf. sougyi,Orometopus sp.,1
Parapilekia cf. sougyi,Foulonia peregrina,1
Parapilekia cf. sougyi,Toletanaspis aff. borni,1
Parapilekia cf. sougyi,Bavarilla zemmourensis,1
Parapilekia cf. sougyi,Colpocoryphe thorali,1
Parapilekia cf. sougyi,Colpocoryphe pradesensis,1
Parapilekia cf. sougyi,Colpocoryphe sp.,1
Parapilekia cf. sougyi,Pharostomina sp. ,1
Parapilekia cf. sougyi,Prionocheilus sp.,1
Parapilekia cf. sougyi,Agerina quadrata,1
Parapilekia cf. sougyi,Euloma sp.,1
Parapilekia cf. sougyi,Ampyx priscus,1
Parapilekia cf. sougyi,Megistaspis (Ekeraspis) sp. indet.,1
Parapilekia cf. sougyi,Parabathycheilus gallicus,1
Parapilekia cf. sougyi,Anacheirurus adserai,1
Parapilekia cf. sougyi,Eoharpes sp.,1
Parapilekia cf. sougyi,Nileus deynouxi,1
Parapilekia cf. sougyi,Villebrunaster fezouataensis,1
Parapilekia cf. sougyi,Palaeosphaeronites sp.,1
Parapilekia cf. sougyi,Palaeosphaeronites? prokopi,1
Parapilekia cf. sougyi,Aristocystites cf. bohemicus (sinuous?),1
Parapilekia cf. sougyi,Balantiocystis regnelli,1
Parapilekia cf. sougyi,Rhopalocystis destombesi,1
Parapilekia cf. sougyi,Rhopalocystis fraga,1
Parapilekia cf. sougyi,Rhopalocystis grandis,1
Parapilekia cf. sougyi,Rhopalocystis havliceki,1
Parapilekia cf. sougyi,Rhopalocystis zagoraensis,1
Parapilekia cf. sougyi,Lingulocystis elongata,1
Parapilekia cf. sougyi,cf. Pareocrinus,1
Parapilekia cf. sougyi,Eocrinoidea indet. sp. 1,1
Parapilekia cf. sougyi,Eocrinoidea indet. sp. 2,1
Parapilekia cf. sougyi,Eocrinoidea indet.,1
Parapilekia cf. sougyi,Aethocrinus cf. moorei,1
Parapilekia cf. sougyi,Rhenopyrgid indet.,1
Parapilekia cf. sougyi,Amygdalotheca griffei,1
Parapilekia cf. sougyi,Anatifopsis trapeziiformis,1
Parapilekia cf. sougyi,Aspidocarpus sp.,1
Parapilekia cf. sougyi,Chauvelicystis ubaghsi,1
Parapilekia cf. sougyi,Chauvelicystis spinosa,1
Parapilekia cf. sougyi,Chauvelicystis vizcainoi,1
Parapilekia cf. sougyi,Sokkaejaecystis sp. 1,1
Parapilekia cf. sougyi,Sokkaejaecystis sp. 2,1
Parapilekia cf. sougyi,"Cornuta n. gen. 1, n. sp.",1
Parapilekia cf. sougyi,"Cornuta n. gen. 2, n. sp.",1
Parapilekia cf. sougyi,Flabellicarpus rushtoni,1
Parapilekia cf. sougyi,Galliaecystis n. sp.,1
Parapilekia cf. sougyi,Galliaecystis ubaghsi,1
Parapilekia cf. sougyi,Hanusia n. sp.,1
Parapilekia cf. sougyi,Lagynocystis pyramidalis,1
Parapilekia cf. sougyi,Nanocarpus cf. dolambii,1
Parapilekia cf. sougyi,Phyllocystis blayaci,1
Parapilekia cf. sougyi,Procothurnocystis n. sp.,1
Parapilekia cf. sougyi,Prokopicystis sp.,1
Parapilekia cf. sougyi,Bohemiaecystis n. sp.,1
Parapilekia cf. sougyi,Vizcainocarpus sp.,1
Parapilekia cf. sougyi,Peltocystis cornuta,1
Parapilekia cf. sougyi,Macrocystella bohemica,1
Parapilekia cf. sougyi,cf. Castericystis,1
Parapilekia cf. sougyi,Plasiacystis mobilis,1
Parapilekia cf. sougyi,Elegantilites sp. A,1
Parapilekia cf. sougyi,Tarfaya sp.,1
Parapilekia cf. sougyi,Wosekella filiola,1
Parapilekia cf. sougyi,Sedlecilingula sp.,1
Parapilekia cf. sougyi,Glossella sp.,1
Parapilekia cf. sougyi,Rafanoglossa inversa,1
Parapilekia cf. sougyi,Spondyglossella? sp.,1
Parapilekia cf. sougyi,Thysanotos cf. siluricus,1
Parapilekia cf. sougyi,Lacunites punctum,1
Parapilekia cf. sougyi,Nothorthis sp.,1
Parapilekia cf. sougyi,Nanorthis sp.,1
Parapilekia cf. sougyi,Kvania sp.,1
Parapilekia cf. sougyi,Incorthis sp.,1
Parapilekia cf. sougyi,Ribeiria cf. personata,1
Parapilekia cf. sougyi,Selkirkia tsering,2
Parapilekia cf. sougyi,Symphysurina sp.,1
Parapilekia cf. sougyi,Niobella sp.,1
Pileka sp.,Benthic detritus,1
Pileka sp.,Plectorthis simplex,1
Pileka sp.,Angusticardinia sp.,1
Pileka sp.,Wosekella maghribi  ,1
Pileka sp.,Celdobolus mirandus,1
Pileka sp.,Babinka prima,1
Pileka sp.,Redonia michelae,1
Pileka sp.,Pelecyogyra fezouataensis,1
Pileka sp.,Carcassonnella sp.,1
Pileka sp.,Wiwaxiid,1
Pileka sp.,Calvapilosa kroegeri,1
Pileka sp.,Palaeoscolex cf. tenensis,2
Pileka sp.,Furca sp. 1,1
Pileka sp.,Furca sp. 2,1
Pileka sp.,Furca sp. 3,1
Pileka sp.,Enosiaspis hrungnir,1
Pileka sp.,Setapedites abundantis,1
Pileka sp.,Tariccoia tazagurtensis,1
Pileka sp.,Cheloniellid,1
Pileka sp.,Apatokephalus cf. incisus,1
Pileka sp.,Orometopus sp.,1
Pileka sp.,Foulonia peregrina,1
Pileka sp.,Toletanaspis aff. borni,1
Pileka sp.,Bavarilla zemmourensis,1
Pileka sp.,Colpocoryphe thorali,1
Pileka sp.,Colpocoryphe pradesensis,1
Pileka sp.,Pharostomina sp. ,1
Pileka sp.,Agerina quadrata,1
Pileka sp.,Geragnostus sp.,1
Pileka sp.,Ampyx priscus,1
Pileka sp.,Parabathycheilus gallicus,1
Pileka sp.,Eoharpes sp.,1
Pileka sp.,Nileus deynouxi,1
Pileka sp.,Palaeosphaeronites sp.,1
Pileka sp.,Palaeosphaeronites? prokopi,1
Pileka sp.,Aristocystites cf. bohemicus (sinuous?),1
Pileka sp.,Balantiocystis regnelli,1
Pileka sp.,Rhopalocystis destombesi,1
Pileka sp.,Rhopalocystis fraga,1
Pileka sp.,Rhopalocystis grandis,1
Pileka sp.,Rhopalocystis havliceki,1
Pileka sp.,Rhopalocystis zagoraensis,1
Pileka sp.,Lingulocystis elongata,1
Pileka sp.,cf. Pareocrinus,1
Pileka sp.,Eocrinoidea indet. sp. 1,1
Pileka sp.,Eocrinoidea indet. sp. 2,1
Pileka sp.,Eocrinoidea indet.,1
Pileka sp.,Aethocrinus cf. moorei,1
Pileka sp.,Rhenopyrgid indet.,1
Pileka sp.,Amygdalotheca griffei,1
Pileka sp.,Anatifopsis trapeziiformis,1
Pileka sp.,Aspidocarpus sp.,1
Pileka sp.,Chauvelicystis ubaghsi,1
Pileka sp.,Chauvelicystis spinosa,1
Pileka sp.,Chauvelicystis vizcainoi,1
Pileka sp.,Sokkaejaecystis sp. 1,1
Pileka sp.,Sokkaejaecystis sp. 2,1
Pileka sp.,"Cornuta n. gen. 1, n. sp.",1
Pileka sp.,"Cornuta n. gen. 2, n. sp.",1
Pileka sp.,Flabellicarpus rushtoni,1
Pileka sp.,Galliaecystis n. sp.,1
Pileka sp.,Galliaecystis ubaghsi,1
Pileka sp.,Hanusia n. sp.,1
Pileka sp.,Lagynocystis pyramidalis,1
Pileka sp.,Nanocarpus cf. dolambii,1
Pileka sp.,Phyllocystis blayaci,1
Pileka sp.,Procothurnocystis n. sp.,1
Pileka sp.,Prokopicystis sp.,1
Pileka sp.,Bohemiaecystis n. sp.,1
Pileka sp.,Vizcainocarpus sp.,1
Pileka sp.,Peltocystis cornuta,1
Pileka sp.,Macrocystella bohemica,1
Pileka sp.,Kiaerograptus'? sp. (slightly deflexed),1
Pileka sp.,Webbyites felix,1
Pileka sp.,Tarfaya sp.,1
Pileka sp.,Wosekella filiola,1
Pileka sp.,Sedlecilingula sp.,1
Pileka sp.,Lingulella lata?,1
Pileka sp.,Glossella sp.,1
Pileka sp.,Rafanoglossa inversa,1
Pileka sp.,Spondyglossella? sp.,1
Pileka sp.,Obolidae indet.,1
Pileka sp.,Orbithele tazagurta,1
Pileka sp.,Lacunites punctum,1
Pileka sp.,Nothorthis sp.,1
Pileka sp.,Nanorthis sp.,1
Pileka sp.,Euorthisina sp. 1,1
Pileka sp.,Kvania sp.,1
Pileka sp.,Tinzoulinorthis fasciata,1
Pileka sp.,Tinzoulinorthis? sp.,1
Pileka sp.,Incorthis sp.,1
Pileka sp.,Nocturnellia sp.,1
Pileka sp.,Ribeiria cf. personata,1
Pileka sp.,Selkirkia tsering,2
Pileka sp.,Indiligens sp.,1
Pileka sp.,Symphysurina sp.,1
Pileka sp.,Cephalodiscid hemichordate,1
Toletanaspis aff. borni,Benthic detritus,1
Toletanaspis aff. borni,Plectorthis simplex,1
Toletanaspis aff. borni,Angusticardinia sp.,1
Toletanaspis aff. borni,Celdobolus mirandus,1
Toletanaspis aff. borni,Redonia michelae,1
Toletanaspis aff. borni,Carcassonnella sp.,1
Toletanaspis aff. borni,Wiwaxiid,1
Toletanaspis aff. borni,Enosiaspis hrungnir,1
Toletanaspis aff. borni,Setapedites abundantis,1
Toletanaspis aff. borni,Tariccoia tazagurtensis,1
Toletanaspis aff. borni,Parabathycheilus gallicus,1
Toletanaspis aff. borni,Palaeosphaeronites sp.,1
Toletanaspis aff. borni,Palaeosphaeronites? prokopi,1
Toletanaspis aff. borni,Aristocystites cf. bohemicus (sinuous?),1
Toletanaspis aff. borni,Balantiocystis regnelli,1
Toletanaspis aff. borni,Rhopalocystis destombesi,1
Toletanaspis aff. borni,Rhopalocystis fraga,1
Toletanaspis aff. borni,Rhopalocystis grandis,1
Toletanaspis aff. borni,Rhopalocystis havliceki,1
Toletanaspis aff. borni,Rhopalocystis zagoraensis,1
Toletanaspis aff. borni,Lingulocystis elongata,1
Toletanaspis aff. borni,cf. Pareocrinus,1
Toletanaspis aff. borni,Eocrinoidea indet. sp. 1,1
Toletanaspis aff. borni,Eocrinoidea indet. sp. 2,1
Toletanaspis aff. borni,Eocrinoidea indet.,1
Toletanaspis aff. borni,Aethocrinus cf. moorei,1
Toletanaspis aff. borni,Rhenopyrgid indet.,1
Toletanaspis aff. borni,Amygdalotheca griffei,1
