Cons._sp.,Resource_sp.,Certainty level
 'Kiaerograptus' supremus,suspended organic matter,2
Calyxdendrum amicabilis,phytoplankton,2
Calyxdendrum amicabilis,suspended organic matter,2
Calyxdendrum n. sp.,phytoplankton,2
Calyxdendrum n. sp.,suspended organic matter,2
Paradelograptus norvegicus,phytoplankton,2
Paradelograptus norvegicus,suspended organic matter,2
Paradelograptus tenuis,phytoplankton,2
Paradelograptus tenuis,suspended organic matter,2
Paratemnograptus magnificus,phytoplankton,2
Paratemnograptus magnificus,suspended organic matter,2
 'Tetragraptus' bulmani,phytoplankton,2
 'Tetragraptus' bulmani,suspended organic matter,2
Tetragraptus sp. (3-stiped),phytoplankton,2
Tetragraptus sp. (3-stiped),suspended organic matter,2
Sagenograptus murrayi,phytoplankton,2
Sagenograptus murrayi,suspended organic matter,2
Rhabdinopora anglica,phytoplankton,2
Rhabdinopora anglica,suspended organic matter,2
Rhabdinopora flabelliforme,phytoplankton,2
Rhabdinopora flabelliforme,suspended organic matter,2
Rhabdinopora socialis,phytoplankton,2
Rhabdinopora socialis,suspended organic matter,2
Rhabdinopora canadensis,phytoplankton,2
Rhabdinopora canadensis,suspended organic matter,2
Adelograptus tenellus,phytoplankton,2
Adelograptus tenellus,suspended organic matter,2
Choristograptus louai,phytoplankton,2
Choristograptus louai,suspended organic matter,2
Ancoragraptus bulmani,phytoplankton,2
Ancoragraptus bulmani,suspended organic matter,2
Cephalodiscid hemichordate,phytoplankton,2
Cephalodiscid hemichordate,suspended organic matter,2
Paradelograptus cf. antiquus,phytoplankton,2
Paradelograptus cf. antiquus,suspended organic matter,2
Cavernolites n. sp.,phytoplankton,2
Cavernolites n. sp.,suspended organic matter,2
Elegantilites sp. A,phytoplankton,2
Elegantilites sp. A,suspended organic matter,2
Drepanoistodus? cf. pervetus,Benthic detritus,1
Drepanoistodus? cf. pervetus,Zooplankton,1
Drepanoistodus? cf. pervetus,Calvapilosa kroegeri,1
Drepanoistodus? cf. pervetus,Plumulites bengtsoni,1
Drepanoistodus? cf. pervetus,Large plumulitid,1
Drepanoistodus? cf. pervetus,Palaeoscolex cf. tenensis,1
Drepanoistodus? cf. pervetus,Selkirkia tsering,1
Drepanoistodus? cf. pervetus,Clonograptus rigidus,1
Drepanoistodus? cf. pervetus,Clonograptus multiplex,1
Drepanoistodus? cf. pervetus,Kiaerograptus'? sp. (slightly deflexed),1
Drepanoistodus? cf. pervetus,Hunnegraptus copiosus??,1
Drepanoistodus? cf. pervetus, 'Kiaerograptus' supremus,1
Drepanoistodus? cf. pervetus,Paradelograptus norvegicus,1
Drepanoistodus? cf. pervetus,Paradelograptus tenuis,1
Drepanoistodus? cf. pervetus,Paratemnograptus magnificus,1
Drepanoistodus? cf. pervetus, 'Tetragraptus' bulmani,1
Drepanoistodus? cf. pervetus,Tetragraptus sp. (3-stiped),1
Drepanoistodus? cf. pervetus,Sagenograptus murrayi,1
Drepanoistodus? cf. pervetus,Rhabdinopora anglica,1
Drepanoistodus? cf. pervetus,Rhabdinopora flabelliforme,1
Drepanoistodus? cf. pervetus,Rhabdinopora socialis,1
Drepanoistodus? cf. pervetus,Rhabdinopora canadensis,1
Drepanoistodus? cf. pervetus,Adelograptus tenellus,1
Drepanoistodus? cf. pervetus,Choristograptus louai,1
Drepanoistodus? cf. pervetus,Ancoragraptus bulmani,1
Drepanoistodus? cf. pervetus,Webbyites felix,1
Drepanoistodus? cf. pervetus,Calyxdendrum amicabilis,1
Drepanoistodus? cf. pervetus,Cephalodiscid hemichordate,1
Drepanoistodus? cf. pervetus,Calyxdendrum n. sp.,1
Drepanoistodus? cf. pervetus,Paradelograptus cf. antiquus,1
Drepanoistodus? cf. pervetus,Drepanoistodus? cf. pervetus,1
Drepanoistodus? cf. pervetus,Acodus deltatus,1
Drepanoistodus? cf. pervetus,Acodus sp.,1
Drepanoistodus? cf. pervetus,Cornuodus longibasis,1
Drepanoistodus? cf. pervetus,Paltodus spp.,1
Drepanoistodus? cf. pervetus,Parapaltodus aff. simplicissimus,1
Drepanoistodus? cf. pervetus,Parapaltodus spp.,1
Drepanoistodus? cf. pervetus,Paroistodus cf. proteus,1
Drepanoistodus? cf. pervetus,Periodon cf. primus,1
Drepanoistodus? cf. pervetus,Prioniodus sp.,1
Drepanoistodus? cf. pervetus,Protopanderodus cf. leonardii,1
Drepanoistodus? cf. pervetus,Scolopodus aff. krummi,1
Drepanoistodus? cf. pervetus,Semiacontiodus sp.,1
Drepanoistodus? cf. pervetus,Semiacontiodus cf. cornuformis,1
Drepanoistodus? cf. pervetus,Tripodus sp.,1
Acodus deltatus,Benthic detritus,1
Acodus deltatus,Zooplankton,1
Acodus deltatus,Calvapilosa kroegeri,1
Acodus deltatus,Plumulites bengtsoni,1
Acodus deltatus,Large plumulitid,1
Acodus deltatus,Palaeoscolex cf. tenensis,1
Acodus deltatus,Clonograptus rigidus,1
Acodus deltatus,Clonograptus multiplex,1
Acodus deltatus,Kiaerograptus'? sp. (slightly deflexed),1
Acodus deltatus,Hunnegraptus copiosus??,1
Acodus deltatus, 'Kiaerograptus' supremus,1
Acodus deltatus,Paradelograptus norvegicus,1
Acodus deltatus,Paradelograptus tenuis,1
Acodus deltatus,Paratemnograptus magnificus,1
Acodus deltatus, 'Tetragraptus' bulmani,1
Acodus deltatus,Tetragraptus sp. (3-stiped),1
Acodus deltatus,Sagenograptus murrayi,1
Acodus deltatus,Rhabdinopora anglica,1
Acodus deltatus,Rhabdinopora flabelliforme,1
Acodus deltatus,Rhabdinopora socialis,1
Acodus deltatus,Rhabdinopora canadensis,1
Acodus deltatus,Adelograptus tenellus,1
Acodus deltatus,Choristograptus louai,1
Acodus deltatus,Ancoragraptus bulmani,1
Acodus deltatus,Webbyites felix,1
Acodus deltatus,Calyxdendrum amicabilis,1
Acodus deltatus,Cephalodiscid hemichordate,1
Acodus deltatus,Calyxdendrum n. sp.,1
Acodus deltatus,Paradelograptus cf. antiquus,1
Acodus deltatus,Drepanoistodus? cf. pervetus,1
Acodus deltatus,Acodus deltatus,1
Acodus deltatus,Acodus sp.,1
Acodus deltatus,Cornuodus longibasis,1
Acodus deltatus,Paltodus spp.,1
Acodus deltatus,Parapaltodus aff. simplicissimus,1
Acodus deltatus,Parapaltodus spp.,1
Acodus deltatus,Paroistodus cf. proteus,1
Acodus deltatus,Periodon cf. primus,1
Acodus deltatus,Prioniodus sp.,1
Acodus deltatus,Protopanderodus cf. leonardii,1
Acodus deltatus,Scolopodus aff. krummi,1
Acodus deltatus,Semiacontiodus sp.,1
Acodus deltatus,Semiacontiodus cf. cornuformis,1
Acodus deltatus,Tripodus sp.,1
Acodus sp.,Benthic detritus,1
Acodus sp.,Zooplankton,1
Acodus sp.,Calvapilosa kroegeri,1
Acodus sp.,Plumulites bengtsoni,1
Acodus sp.,Large plumulitid,1
Acodus sp.,Palaeoscolex cf. tenensis,1
Acodus sp.,Selkirkia tsering,1
Acodus sp.,Clonograptus rigidus,1
Acodus sp.,Clonograptus multiplex,1
Acodus sp.,Kiaerograptus'? sp. (slightly deflexed),1
Acodus sp.,Hunnegraptus copiosus??,1
Acodus sp., 'Kiaerograptus' supremus,1
Acodus sp.,Paradelograptus norvegicus,1
Acodus sp.,Paradelograptus tenuis,1
Acodus sp.,Paratemnograptus magnificus,1
Acodus sp., 'Tetragraptus' bulmani,1
Acodus sp.,Tetragraptus sp. (3-stiped),1
Acodus sp.,Sagenograptus murrayi,1
Acodus sp.,Rhabdinopora anglica,1
Acodus sp.,Rhabdinopora flabelliforme,1
Acodus sp.,Rhabdinopora socialis,1
Acodus sp.,Rhabdinopora canadensis,1
Acodus sp.,Adelograptus tenellus,1
Acodus sp.,Choristograptus louai,1
Acodus sp.,Ancoragraptus bulmani,1
Acodus sp.,Webbyites felix,1
Acodus sp.,Calyxdendrum amicabilis,1
Acodus sp.,Cephalodiscid hemichordate,1
Acodus sp.,Calyxdendrum n. sp.,1
Acodus sp.,Paradelograptus cf. antiquus,1
Acodus sp.,Drepanoistodus? cf. pervetus,1
Acodus sp.,Acodus deltatus,1
Acodus sp.,Acodus sp.,1
Acodus sp.,Cornuodus longibasis,1
Acodus sp.,Paltodus spp.,1
Acodus sp.,Parapaltodus aff. simplicissimus,1
Acodus sp.,Parapaltodus spp.,1
Acodus sp.,Paroistodus cf. proteus,1
Acodus sp.,Periodon cf. primus,1
Acodus sp.,Prioniodus sp.,1
Acodus sp.,Protopanderodus cf. leonardii,1
Acodus sp.,Scolopodus aff. krummi,1
Acodus sp.,Semiacontiodus sp.,1
Acodus sp.,Semiacontiodus cf. cornuformis,1
Acodus sp.,Tripodus sp.,1
Cornuodus longibasis,Benthic detritus,1
Cornuodus longibasis,Zooplankton,1
Cornuodus longibasis,Calvapilosa kroegeri,1
Cornuodus longibasis,Plumulites bengtsoni,1
Cornuodus longibasis,Large plumulitid,1
Cornuodus longibasis,Palaeoscolex cf. tenensis,1
Cornuodus longibasis,Selkirkia tsering,1
Cornuodus longibasis,Clonograptus rigidus,1
Cornuodus longibasis,Clonograptus multiplex,1
Cornuodus longibasis,Kiaerograptus'? sp. (slightly deflexed),1
Cornuodus longibasis,Hunnegraptus copiosus??,1
Cornuodus longibasis, 'Kiaerograptus' supremus,1
Cornuodus longibasis,Paradelograptus norvegicus,1
Cornuodus longibasis,Paradelograptus tenuis,1
Cornuodus longibasis,Paratemnograptus magnificus,1
Cornuodus longibasis, 'Tetragraptus' bulmani,1
Cornuodus longibasis,Tetragraptus sp. (3-stiped),1
Cornuodus longibasis,Sagenograptus murrayi,1
Cornuodus longibasis,Rhabdinopora anglica,1
Cornuodus longibasis,Rhabdinopora flabelliforme,1
Cornuodus longibasis,Rhabdinopora socialis,1
Cornuodus longibasis,Rhabdinopora canadensis,1
Cornuodus longibasis,Adelograptus tenellus,1
Cornuodus longibasis,Choristograptus louai,1
Cornuodus longibasis,Ancoragraptus bulmani,1
Cornuodus longibasis,Webbyites felix,1
Cornuodus longibasis,Calyxdendrum amicabilis,1
Cornuodus longibasis,Cephalodiscid hemichordate,1
Cornuodus longibasis,Calyxdendrum n. sp.,1
Cornuodus longibasis,Paradelograptus cf. antiquus,1
Cornuodus longibasis,Drepanoistodus? cf. pervetus,1
Cornuodus longibasis,Acodus deltatus,1
Cornuodus longibasis,Acodus sp.,1
Cornuodus longibasis,Cornuodus longibasis,1
Cornuodus longibasis,Paltodus spp.,1
Cornuodus longibasis,Parapaltodus aff. simplicissimus,1
Cornuodus longibasis,Parapaltodus spp.,1
Cornuodus longibasis,Paroistodus cf. proteus,1
Cornuodus longibasis,Periodon cf. primus,1
Cornuodus longibasis,Prioniodus sp.,1
Cornuodus longibasis,Protopanderodus cf. leonardii,1
Cornuodus longibasis,Scolopodus aff. krummi,1
Cornuodus longibasis,Semiacontiodus sp.,1
Cornuodus longibasis,Semiacontiodus cf. cornuformis,1
Cornuodus longibasis,Tripodus sp.,1
Paltodus spp.,Benthic detritus,1
Paltodus spp.,Zooplankton,1
Paltodus spp.,Calvapilosa kroegeri,1
Paltodus spp.,Plumulites bengtsoni,1
Paltodus spp.,Large plumulitid,1
Paltodus spp.,Palaeoscolex cf. tenensis,1
Paltodus spp.,Selkirkia tsering,1
Paltodus spp.,Clonograptus rigidus,1
Paltodus spp.,Clonograptus multiplex,1
Paltodus spp.,Kiaerograptus'? sp. (slightly deflexed),1
Paltodus spp.,Hunnegraptus copiosus??,1
Paltodus spp., 'Kiaerograptus' supremus,1
Paltodus spp.,Paradelograptus norvegicus,1
Paltodus spp.,Paradelograptus tenuis,1
Paltodus spp.,Paratemnograptus magnificus,1
Paltodus spp., 'Tetragraptus' bulmani,1
Paltodus spp.,Tetragraptus sp. (3-stiped),1
Paltodus spp.,Sagenograptus murrayi,1
Paltodus spp.,Rhabdinopora anglica,1
Paltodus spp.,Rhabdinopora flabelliforme,1
Paltodus spp.,Rhabdinopora socialis,1
Paltodus spp.,Rhabdinopora canadensis,1
Paltodus spp.,Adelograptus tenellus,1
Paltodus spp.,Choristograptus louai,1
Paltodus spp.,Ancoragraptus bulmani,1
Paltodus spp.,Webbyites felix,1
Paltodus spp.,Calyxdendrum amicabilis,1
Paltodus spp.,Cephalodiscid hemichordate,1
Paltodus spp.,Calyxdendrum n. sp.,1
Paltodus spp.,Paradelograptus cf. antiquus,1
Paltodus spp.,Drepanoistodus? cf. pervetus,1
Paltodus spp.,Acodus deltatus,1
Paltodus spp.,Acodus sp.,1
Paltodus spp.,Cornuodus longibasis,1
Paltodus spp.,Paltodus spp.,1
Paltodus spp.,Parapaltodus aff. simplicissimus,1
Paltodus spp.,Parapaltodus spp.,1
Paltodus spp.,Paroistodus cf. proteus,1
Paltodus spp.,Periodon cf. primus,1
Paltodus spp.,Prioniodus sp.,1
Paltodus spp.,Protopanderodus cf. leonardii,1
Paltodus spp.,Scolopodus aff. krummi,1
Paltodus spp.,Semiacontiodus sp.,1
Paltodus spp.,Semiacontiodus cf. cornuformis,1
Paltodus spp.,Tripodus sp.,1
Parapaltodus aff. simplicissimus,Benthic detritus,1
Parapaltodus aff. simplicissimus,Zooplankton,1
Parapaltodus aff. simplicissimus,Calvapilosa kroegeri,1
Parapaltodus aff. simplicissimus,Plumulites bengtsoni,1
Parapaltodus aff. simplicissimus,Large plumulitid,1
Parapaltodus aff. simplicissimus,Palaeoscolex cf. tenensis,1
Parapaltodus aff. simplicissimus,Selkirkia tsering,1
Parapaltodus aff. simplicissimus,Clonograptus rigidus,1
Parapaltodus aff. simplicissimus,Clonograptus multiplex,1
Parapaltodus aff. simplicissimus,Kiaerograptus'? sp. (slightly deflexed),1
Parapaltodus aff. simplicissimus,Hunnegraptus copiosus??,1
Parapaltodus aff. simplicissimus, 'Kiaerograptus' supremus,1
Parapaltodus aff. simplicissimus,Paradelograptus norvegicus,1
Parapaltodus aff. simplicissimus,Paradelograptus tenuis,1
Parapaltodus aff. simplicissimus,Paratemnograptus magnificus,1
Parapaltodus aff. simplicissimus, 'Tetragraptus' bulmani,1
Parapaltodus aff. simplicissimus,Tetragraptus sp. (3-stiped),1
Parapaltodus aff. simplicissimus,Sagenograptus murrayi,1
Parapaltodus aff. simplicissimus,Rhabdinopora anglica,1
Parapaltodus aff. simplicissimus,Rhabdinopora flabelliforme,1
Parapaltodus aff. simplicissimus,Rhabdinopora socialis,1
Parapaltodus aff. simplicissimus,Rhabdinopora canadensis,1
Parapaltodus aff. simplicissimus,Adelograptus tenellus,1
Parapaltodus aff. simplicissimus,Choristograptus louai,1
Parapaltodus aff. simplicissimus,Ancoragraptus bulmani,1
Parapaltodus aff. simplicissimus,Webbyites felix,1
Parapaltodus aff. simplicissimus,Calyxdendrum amicabilis,1
Parapaltodus aff. simplicissimus,Cephalodiscid hemichordate,1
Parapaltodus aff. simplicissimus,Calyxdendrum n. sp.,1
Parapaltodus aff. simplicissimus,Paradelograptus cf. antiquus,1
Parapaltodus aff. simplicissimus,Drepanoistodus? cf. pervetus,1
Parapaltodus aff. simplicissimus,Acodus deltatus,1
Parapaltodus aff. simplicissimus,Acodus sp.,1
Parapaltodus aff. simplicissimus,Cornuodus longibasis,1
Parapaltodus aff. simplicissimus,Paltodus spp.,1
Parapaltodus aff. simplicissimus,Parapaltodus aff. simplicissimus,1
Parapaltodus aff. simplicissimus,Parapaltodus spp.,1
Parapaltodus aff. simplicissimus,Paroistodus cf. proteus,1
Parapaltodus aff. simplicissimus,Periodon cf. primus,1
Parapaltodus aff. simplicissimus,Prioniodus sp.,1
Parapaltodus aff. simplicissimus,Protopanderodus cf. leonardii,1
Parapaltodus aff. simplicissimus,Scolopodus aff. krummi,1
Parapaltodus aff. simplicissimus,Semiacontiodus sp.,1
Parapaltodus aff. simplicissimus,Semiacontiodus cf. cornuformis,1
Parapaltodus aff. simplicissimus,Tripodus sp.,1
Parapaltodus spp.,Benthic detritus,1
Parapaltodus spp.,Zooplankton,1
Parapaltodus spp.,Calvapilosa kroegeri,1
Parapaltodus spp.,Plumulites bengtsoni,1
Parapaltodus spp.,Large plumulitid,1
Parapaltodus spp.,Palaeoscolex cf. tenensis,1
Parapaltodus spp.,Selkirkia tsering,1
Parapaltodus spp.,Clonograptus rigidus,1
Parapaltodus spp.,Clonograptus multiplex,1
Parapaltodus spp.,Kiaerograptus'? sp. (slightly deflexed),1
Parapaltodus spp.,Hunnegraptus copiosus??,1
Parapaltodus spp., 'Kiaerograptus' supremus,1
Parapaltodus spp.,Paradelograptus norvegicus,1
Parapaltodus spp.,Paradelograptus tenuis,1
Parapaltodus spp.,Paratemnograptus magnificus,1
Parapaltodus spp., 'Tetragraptus' bulmani,1
Parapaltodus spp.,Tetragraptus sp. (3-stiped),1
Parapaltodus spp.,Sagenograptus murrayi,1
Parapaltodus spp.,Rhabdinopora anglica,1
Parapaltodus spp.,Rhabdinopora flabelliforme,1
Parapaltodus spp.,Rhabdinopora socialis,1
Parapaltodus spp.,Rhabdinopora canadensis,1
Parapaltodus spp.,Adelograptus tenellus,1
Parapaltodus spp.,Choristograptus louai,1
Parapaltodus spp.,Ancoragraptus bulmani,1
Parapaltodus spp.,Webbyites felix,1
Parapaltodus spp.,Calyxdendrum amicabilis,1
Parapaltodus spp.,Cephalodiscid hemichordate,1
Parapaltodus spp.,Calyxdendrum n. sp.,1
Parapaltodus spp.,Paradelograptus cf. antiquus,1
Parapaltodus spp.,Drepanoistodus? cf. pervetus,1
Parapaltodus spp.,Acodus deltatus,1
Parapaltodus spp.,Acodus sp.,1
Parapaltodus spp.,Cornuodus longibasis,1
Parapaltodus spp.,Paltodus spp.,1
Parapaltodus spp.,Parapaltodus aff. simplicissimus,1
Parapaltodus spp.,Parapaltodus spp.,1
Parapaltodus spp.,Paroistodus cf. proteus,1
Parapaltodus spp.,Periodon cf. primus,1
Parapaltodus spp.,Prioniodus sp.,1
Parapaltodus spp.,Protopanderodus cf. leonardii,1
Parapaltodus spp.,Scolopodus aff. krummi,1
Parapaltodus spp.,Semiacontiodus sp.,1
Parapaltodus spp.,Semiacontiodus cf. cornuformis,1
Parapaltodus spp.,Tripodus sp.,1
Paroistodus cf. proteus,Benthic detritus,1
Paroistodus cf. proteus,Zooplankton,1
Paroistodus cf. proteus,Calvapilosa kroegeri,1
Paroistodus cf. proteus,Plumulites bengtsoni,1
Paroistodus cf. proteus,Large plumulitid,1
Paroistodus cf. proteus,Palaeoscolex cf. tenensis,1
Paroistodus cf. proteus,Selkirkia tsering,1
Paroistodus cf. proteus,Clonograptus rigidus,1
Paroistodus cf. proteus,Clonograptus multiplex,1
Paroistodus cf. proteus,Kiaerograptus'? sp. (slightly deflexed),1
Paroistodus cf. proteus,Hunnegraptus copiosus??,1
Paroistodus cf. proteus, 'Kiaerograptus' supremus,1
Paroistodus cf. proteus,Paradelograptus norvegicus,1
Paroistodus cf. proteus,Paradelograptus tenuis,1
Paroistodus cf. proteus,Paratemnograptus magnificus,1
Paroistodus cf. proteus, 'Tetragraptus' bulmani,1
Paroistodus cf. proteus,Tetragraptus sp. (3-stiped),1
Paroistodus cf. proteus,Sagenograptus murrayi,1
Paroistodus cf. proteus,Rhabdinopora anglica,1
Paroistodus cf. proteus,Rhabdinopora flabelliforme,1
Paroistodus cf. proteus,Rhabdinopora socialis,1
Paroistodus cf. proteus,Rhabdinopora canadensis,1
Paroistodus cf. proteus,Adelograptus tenellus,1
Paroistodus cf. proteus,Choristograptus louai,1
Paroistodus cf. proteus,Ancoragraptus bulmani,1
Paroistodus cf. proteus,Webbyites felix,1
Paroistodus cf. proteus,Calyxdendrum amicabilis,1
Paroistodus cf. proteus,Cephalodiscid hemichordate,1
Paroistodus cf. proteus,Calyxdendrum n. sp.,1
Paroistodus cf. proteus,Paradelograptus cf. antiquus,1
Paroistodus cf. proteus,Drepanoistodus? cf. pervetus,1
Paroistodus cf. proteus,Acodus deltatus,1
Paroistodus cf. proteus,Acodus sp.,1
Paroistodus cf. proteus,Cornuodus longibasis,1
Paroistodus cf. proteus,Paltodus spp.,1
Paroistodus cf. proteus,Parapaltodus aff. simplicissimus,1
Paroistodus cf. proteus,Parapaltodus spp.,1
Paroistodus cf. proteus,Paroistodus cf. proteus,1
Paroistodus cf. proteus,Periodon cf. primus,1
Paroistodus cf. proteus,Prioniodus sp.,1
Paroistodus cf. proteus,Protopanderodus cf. leonardii,1
Paroistodus cf. proteus,Scolopodus aff. krummi,1
Paroistodus cf. proteus,Semiacontiodus sp.,1
Paroistodus cf. proteus,Semiacontiodus cf. cornuformis,1
Paroistodus cf. proteus,Tripodus sp.,1
Periodon cf. primus,Benthic detritus,1
Periodon cf. primus,Zooplankton,1
Periodon cf. primus,Calvapilosa kroegeri,1
Periodon cf. primus,Plumulites bengtsoni,1
Periodon cf. primus,Large plumulitid,1
Periodon cf. primus,Palaeoscolex cf. tenensis,1
Periodon cf. primus,Selkirkia tsering,1
Periodon cf. primus,Clonograptus rigidus,1
Periodon cf. primus,Clonograptus multiplex,1
Periodon cf. primus,Kiaerograptus'? sp. (slightly deflexed),1
Periodon cf. primus,Hunnegraptus copiosus??,1
Periodon cf. primus, 'Kiaerograptus' supremus,1
Periodon cf. primus,Paradelograptus norvegicus,1
Periodon cf. primus,Paradelograptus tenuis,1
Periodon cf. primus,Paratemnograptus magnificus,1
Periodon cf. primus, 'Tetragraptus' bulmani,1
Periodon cf. primus,Tetragraptus sp. (3-stiped),1
Periodon cf. primus,Sagenograptus murrayi,1
Periodon cf. primus,Rhabdinopora anglica,1
Periodon cf. primus,Rhabdinopora flabelliforme,1
Periodon cf. primus,Rhabdinopora socialis,1
Periodon cf. primus,Rhabdinopora canadensis,1
Periodon cf. primus,Adelograptus tenellus,1
Periodon cf. primus,Choristograptus louai,1
Periodon cf. primus,Ancoragraptus bulmani,1
Periodon cf. primus,Webbyites felix,1
Periodon cf. primus,Calyxdendrum amicabilis,1
Periodon cf. primus,Cephalodiscid hemichordate,1
Periodon cf. primus,Calyxdendrum n. sp.,1
Periodon cf. primus,Paradelograptus cf. antiquus,1
Periodon cf. primus,Drepanoistodus? cf. pervetus,1
Periodon cf. primus,Acodus deltatus,1
Periodon cf. primus,Acodus sp.,1
Periodon cf. primus,Cornuodus longibasis,1
Periodon cf. primus,Paltodus spp.,1
Periodon cf. primus,Parapaltodus aff. simplicissimus,1
Periodon cf. primus,Parapaltodus spp.,1
Periodon cf. primus,Paroistodus cf. proteus,1
Periodon cf. primus,Periodon cf. primus,1
Periodon cf. primus,Prioniodus sp.,1
Periodon cf. primus,Protopanderodus cf. leonardii,1
Periodon cf. primus,Scolopodus aff. krummi,1
Periodon cf. primus,Semiacontiodus sp.,1
Periodon cf. primus,Semiacontiodus cf. cornuformis,1
Periodon cf. primus,Tripodus sp.,1
Prioniodus sp.,Benthic detritus,1
Prioniodus sp.,Zooplankton,1
Prioniodus sp.,Calvapilosa kroegeri,1
Prioniodus sp.,Plumulites bengtsoni,1
Prioniodus sp.,Large plumulitid,1
Prioniodus sp.,Palaeoscolex cf. tenensis,1
Prioniodus sp.,Selkirkia tsering,1
Prioniodus sp.,Clonograptus rigidus,1
Prioniodus sp.,Clonograptus multiplex,1
Prioniodus sp.,Kiaerograptus'? sp. (slightly deflexed),1
Prioniodus sp.,Hunnegraptus copiosus??,1
Prioniodus sp., 'Kiaerograptus' supremus,1
Prioniodus sp.,Paradelograptus norvegicus,1
Prioniodus sp.,Paradelograptus tenuis,1
Prioniodus sp.,Paratemnograptus magnificus,1
Prioniodus sp., 'Tetragraptus' bulmani,1
Prioniodus sp.,Tetragraptus sp. (3-stiped),1
Prioniodus sp.,Sagenograptus murrayi,1
Prioniodus sp.,Rhabdinopora anglica,1
Prioniodus sp.,Rhabdinopora flabelliforme,1
Prioniodus sp.,Rhabdinopora socialis,1
Prioniodus sp.,Rhabdinopora canadensis,1
Prioniodus sp.,Adelograptus tenellus,1
Prioniodus sp.,Choristograptus louai,1
Prioniodus sp.,Ancoragraptus bulmani,1
Prioniodus sp.,Webbyites felix,1
Prioniodus sp.,Calyxdendrum amicabilis,1
Prioniodus sp.,Cephalodiscid hemichordate,1
Prioniodus sp.,Calyxdendrum n. sp.,1
Prioniodus sp.,Paradelograptus cf. antiquus,1
Prioniodus sp.,Drepanoistodus? cf. pervetus,1
Prioniodus sp.,Acodus deltatus,1
Prioniodus sp.,Acodus sp.,1
Prioniodus sp.,Cornuodus longibasis,1
Prioniodus sp.,Paltodus spp.,1
Prioniodus sp.,Parapaltodus aff. simplicissimus,1
Prioniodus sp.,Parapaltodus spp.,1
Prioniodus sp.,Paroistodus cf. proteus,1
Prioniodus sp.,Periodon cf. primus,1
Prioniodus sp.,Prioniodus sp.,1
Prioniodus sp.,Protopanderodus cf. leonardii,1
Prioniodus sp.,Scolopodus aff. krummi,1
Prioniodus sp.,Semiacontiodus sp.,1
Prioniodus sp.,Semiacontiodus cf. cornuformis,1
Prioniodus sp.,Tripodus sp.,1
Protopanderodus cf. leonardii,Benthic detritus,1
Protopanderodus cf. leonardii,Zooplankton,1
Protopanderodus cf. leonardii,Calvapilosa kroegeri,1
Protopanderodus cf. leonardii,Plumulites bengtsoni,1
Protopanderodus cf. leonardii,Large plumulitid,1
Protopanderodus cf. leonardii,Palaeoscolex cf. tenensis,1
Protopanderodus cf. leonardii,Selkirkia tsering,1
Protopanderodus cf. leonardii,Clonograptus rigidus,1
Protopanderodus cf. leonardii,Clonograptus multiplex,1
Protopanderodus cf. leonardii,Kiaerograptus'? sp. (slightly deflexed),1
Protopanderodus cf. leonardii,Hunnegraptus copiosus??,1
Protopanderodus cf. leonardii, 'Kiaerograptus' supremus,1
Protopanderodus cf. leonardii,Paradelograptus norvegicus,1
Protopanderodus cf. leonardii,Paradelograptus tenuis,1
Protopanderodus cf. leonardii,Paratemnograptus magnificus,1
Protopanderodus cf. leonardii, 'Tetragraptus' bulmani,1
Protopanderodus cf. leonardii,Tetragraptus sp. (3-stiped),1
Protopanderodus cf. leonardii,Sagenograptus murrayi,1
Protopanderodus cf. leonardii,Rhabdinopora anglica,1
Protopanderodus cf. leonardii,Rhabdinopora flabelliforme,1
Protopanderodus cf. leonardii,Rhabdinopora socialis,1
Protopanderodus cf. leonardii,Rhabdinopora canadensis,1
Protopanderodus cf. leonardii,Adelograptus tenellus,1
Protopanderodus cf. leonardii,Choristograptus louai,1
Protopanderodus cf. leonardii,Ancoragraptus bulmani,1
Protopanderodus cf. leonardii,Webbyites felix,1
Protopanderodus cf. leonardii,Calyxdendrum amicabilis,1
Protopanderodus cf. leonardii,Cephalodiscid hemichordate,1
Protopanderodus cf. leonardii,Calyxdendrum n. sp.,1
Protopanderodus cf. leonardii,Paradelograptus cf. antiquus,1
Protopanderodus cf. leonardii,Drepanoistodus? cf. pervetus,1
Protopanderodus cf. leonardii,Acodus deltatus,1
Protopanderodus cf. leonardii,Acodus sp.,1
Protopanderodus cf. leonardii,Cornuodus longibasis,1
Protopanderodus cf. leonardii,Paltodus spp.,1
Protopanderodus cf. leonardii,Parapaltodus aff. simplicissimus,1
Protopanderodus cf. leonardii,Parapaltodus spp.,1
Protopanderodus cf. leonardii,Paroistodus cf. proteus,1
Protopanderodus cf. leonardii,Periodon cf. primus,1
Protopanderodus cf. leonardii,Prioniodus sp.,1
Protopanderodus cf. leonardii,Protopanderodus cf. leonardii,1
Protopanderodus cf. leonardii,Scolopodus aff. krummi,1
Protopanderodus cf. leonardii,Semiacontiodus sp.,1
Protopanderodus cf. leonardii,Semiacontiodus cf. cornuformis,1
Protopanderodus cf. leonardii,Tripodus sp.,1
Scolopodus aff. krummi,Benthic detritus,1
Scolopodus aff. krummi,Zooplankton,1
Scolopodus aff. krummi,Calvapilosa kroegeri,1
Scolopodus aff. krummi,Plumulites bengtsoni,1
Scolopodus aff. krummi,Large plumulitid,1
