Cons._sp.,Resource_sp.,Certainty level
Prioniodus sp.,Periodon cf. primus,1
Prioniodus sp.,Prioniodus sp.,1
Prioniodus sp.,Prioniodus cf. gilberti,1
Prioniodus sp.,Protopanderodus cf. leonardii,1
Prioniodus sp.,Scalpellodus aff. gracilis,1
Prioniodus sp.,Scolopodus aff. krummi,1
Prioniodus sp.,Semiacontiodus sp.,1
Prioniodus sp.,Semiacontiodus cf. cornuformis,1
Prioniodus sp.,Stolodus cf. stola,1
Prioniodus sp.,Tripodus sp.,1
Prioniodus sp.,Tripodus aff. Laevis,1
Prioniodus sp.,Tropodus sp.,1
Prioniodus sp.,Tropodus cf. sweeti,1
Prioniodus cf. gilberti,Benthic detritus,1
Prioniodus cf. gilberti,Zooplankton,1
Prioniodus cf. gilberti,Bryozoan,1
Prioniodus cf. gilberti,Halkieriid,1
Prioniodus cf. gilberti,Calvapilosa kroegeri,1
Prioniodus cf. gilberti,Plumulites bengtsoni,1
Prioniodus cf. gilberti,Large plumulitid,1
Prioniodus cf. gilberti,Possible phyllodocid,1
Prioniodus cf. gilberti,Palaeoscolex cf. tenensis,1
Prioniodus cf. gilberti,Priapulid,1
Prioniodus cf. gilberti,Large taxon with spinose limbs,1
Prioniodus cf. gilberti,Small taxon with spinose limbs,1
Prioniodus cf. gilberti,Clonograptus rigidus,1
Prioniodus cf. gilberti,Clonograptus flexibilis,1
Prioniodus cf. gilberti,Clonograptus flexilis,1
Prioniodus cf. gilberti,Clonograptus persistens,1
Prioniodus cf. gilberti,Clonograptus multiplex,1
Prioniodus cf. gilberti,Didymograptus cf. arcuatus,1
Prioniodus cf. gilberti,Didymograptus deflexus,1
Prioniodus cf. gilberti,Didymograptus extensus,1
Prioniodus cf. gilberti,Didymograptus v-fractus,1
Prioniodus cf. gilberti,Didymograptus intendus,1
Prioniodus cf. gilberti,Didymograptus pennatulus,1
Prioniodus cf. gilberti,Didymograptus nanus,1
Prioniodus cf. gilberti,Didymograptus nitidus,1
Prioniodus cf. gilberti,Didymograptus patulus,1
Prioniodus cf. gilberti,Didymograptus sparsus,1
Prioniodus cf. gilberti,"""Didymograptus sp. 1""",1
Prioniodus cf. gilberti,Didymograptus sp.,1
Prioniodus cf. gilberti,Didymograptid indet.,1
Prioniodus cf. gilberti,Dichograptidae?,1
Prioniodus cf. gilberti,Hunnegraptus copiosus,1
Prioniodus cf. gilberti, 'Kiaerograptus' supremus,1
Prioniodus cf. gilberti,Koremagraptus sp.,1
Prioniodus cf. gilberti,Paradelograptus norvegicus,1
Prioniodus cf. gilberti,Paradelograptus tenuis,1
Prioniodus cf. gilberti,Paratemnograptus magnificus,1
Prioniodus cf. gilberti,Tetragraptus cf. approximatus,1
Prioniodus cf. gilberti,Tetragraptus quadribrachiatus,1
Prioniodus cf. gilberti,Tetragraptus reclinatus,1
Prioniodus cf. gilberti,Tetragraptus serra,1
Prioniodus cf. gilberti,Tetragraptus tornquisti,1
Prioniodus cf. gilberti, 'Tetragraptus' bulmani,1
Prioniodus cf. gilberti,Tetragraptus sp.,1
Prioniodus cf. gilberti,Araneograptus murrayi,1
Prioniodus cf. gilberti,Dictyonema sp.,1
Prioniodus cf. gilberti,Tuboid,1
Prioniodus cf. gilberti,Anisograptus cf. matanensis,1
Prioniodus cf. gilberti,Bryograptus divergens,1
Prioniodus cf. gilberti,Bryograptus kjerulfi cumbrensis,1
Prioniodus cf. gilberti,Bryograptus lapworthi,1
Prioniodus cf. gilberti,Rhabdinopora flabelliforme cf. anglica,1
Prioniodus cf. gilberti,Rhabdinopora flabelliforme flabelliforme,1
Prioniodus cf. gilberti,Rhabdinopora flabelliforme multithecatum,1
Prioniodus cf. gilberti,Rhabdinopora flabelliformis socialis,1
Prioniodus cf. gilberti,Rhabdinopora flabelliformis canadenisis,1
Prioniodus cf. gilberti,Rhabdinopora flabelliforme norvegicum,1
Prioniodus cf. gilberti,Acrograptus nicholsoni,1
Prioniodus cf. gilberti,Adelograptus sp.,1
Prioniodus cf. gilberti,Azygograptus eivionicus,1
Prioniodus cf. gilberti,Azygograptus sp.,1
Prioniodus cf. gilberti,Etagraptus putillus,1
Prioniodus cf. gilberti,Hermannograptus sp.,1
Prioniodus cf. gilberti,Isograptus caduceus arcuatus,1
Prioniodus cf. gilberti,Isograptus caduceus gracilis,1
Prioniodus cf. gilberti,Isograptus furcula,1
Prioniodus cf. gilberti,Pterograptus sp.,1
Prioniodus cf. gilberti,Schizograptus sp.,1
Prioniodus cf. gilberti,Temnograptus multiflex,1
Prioniodus cf. gilberti,Temnograptus cf. noveboracensis,1
Prioniodus cf. gilberti,Temnograptus ramulus,1
Prioniodus cf. gilberti,Adelograptus tenellus,1
Prioniodus cf. gilberti,Choristograptus louai,1
Prioniodus cf. gilberti,Ancoragraptus bulmani,1
Prioniodus cf. gilberti,?Cymatograptus protobalticus,1
Prioniodus cf. gilberti,?Baltograptus jacksoni,1
Prioniodus cf. gilberti,Baltograptus minutus,1
Prioniodus cf. gilberti,Baltograptus deflexus,1
Prioniodus cf. gilberti,?Baltograptus kurcki,1
Prioniodus cf. gilberti,Expansograptus sp.,1
Prioniodus cf. gilberti,Webbyites felix,1
Prioniodus cf. gilberti,Rhabdopleura-like epibiont,1
Prioniodus cf. gilberti,Drepanoistodus? cf. pervetus,1
Prioniodus cf. gilberti,Drepanoistodus cf. forceps,1
Prioniodus cf. gilberti,Acodus deltatus,1
Prioniodus cf. gilberti,Cornuodus longibasis,1
Prioniodus cf. gilberti,Drepanodus arcuatus,1
Prioniodus cf. gilberti,Paltodus cf. inaequalis,1
Prioniodus cf. gilberti,Parapaltodus aff. flexuosus,1
Prioniodus cf. gilberti,Parapaltodus aff. simplicissimus,1
Prioniodus cf. gilberti,Paroistodus cf. proteus,1
Prioniodus cf. gilberti,Paroistodus cf. parallellus,1
Prioniodus cf. gilberti,Periodon cf. selenopsis,1
Prioniodus cf. gilberti,Periodon cf. primus,1
Prioniodus cf. gilberti,Prioniodus sp.,1
Prioniodus cf. gilberti,Prioniodus cf. gilberti,1
Prioniodus cf. gilberti,Protopanderodus cf. leonardii,1
Prioniodus cf. gilberti,Scalpellodus aff. gracilis,1
Prioniodus cf. gilberti,Scolopodus aff. krummi,1
Prioniodus cf. gilberti,Semiacontiodus sp.,1
Prioniodus cf. gilberti,Semiacontiodus cf. cornuformis,1
Prioniodus cf. gilberti,Stolodus cf. stola,1
Prioniodus cf. gilberti,Tripodus sp.,1
Prioniodus cf. gilberti,Tripodus aff. Laevis,1
Prioniodus cf. gilberti,Tropodus sp.,1
Prioniodus cf. gilberti,Tropodus cf. sweeti,1
Protopanderodus cf. leonardii,Benthic detritus,1
Protopanderodus cf. leonardii,Zooplankton,1
Protopanderodus cf. leonardii,Bryozoan,1
Protopanderodus cf. leonardii,Halkieriid,1
Protopanderodus cf. leonardii,Calvapilosa kroegeri,1
Protopanderodus cf. leonardii,Plumulites bengtsoni,1
Protopanderodus cf. leonardii,Large plumulitid,1
Protopanderodus cf. leonardii,Possible phyllodocid,1
Protopanderodus cf. leonardii,Palaeoscolex cf. tenensis,1
Protopanderodus cf. leonardii,Priapulid,1
Protopanderodus cf. leonardii,Large taxon with spinose limbs,1
Protopanderodus cf. leonardii,Small taxon with spinose limbs,1
Protopanderodus cf. leonardii,Clonograptus rigidus,1
Protopanderodus cf. leonardii,Clonograptus flexibilis,1
Protopanderodus cf. leonardii,Clonograptus flexilis,1
Protopanderodus cf. leonardii,Clonograptus persistens,1
Protopanderodus cf. leonardii,Clonograptus multiplex,1
Protopanderodus cf. leonardii,Didymograptus cf. arcuatus,1
Protopanderodus cf. leonardii,Didymograptus deflexus,1
Protopanderodus cf. leonardii,Didymograptus extensus,1
Protopanderodus cf. leonardii,Didymograptus v-fractus,1
Protopanderodus cf. leonardii,Didymograptus intendus,1
Protopanderodus cf. leonardii,Didymograptus pennatulus,1
Protopanderodus cf. leonardii,Didymograptus nanus,1
Protopanderodus cf. leonardii,Didymograptus nitidus,1
Protopanderodus cf. leonardii,Didymograptus patulus,1
Protopanderodus cf. leonardii,Didymograptus sparsus,1
Protopanderodus cf. leonardii,"""Didymograptus sp. 1""",1
Protopanderodus cf. leonardii,Didymograptus sp.,1
Protopanderodus cf. leonardii,Didymograptid indet.,1
Protopanderodus cf. leonardii,Dichograptidae?,1
Protopanderodus cf. leonardii,Hunnegraptus copiosus,1
Protopanderodus cf. leonardii, 'Kiaerograptus' supremus,1
Protopanderodus cf. leonardii,Koremagraptus sp.,1
Protopanderodus cf. leonardii,Paradelograptus norvegicus,1
Protopanderodus cf. leonardii,Paradelograptus tenuis,1
Protopanderodus cf. leonardii,Paratemnograptus magnificus,1
Protopanderodus cf. leonardii,Tetragraptus cf. approximatus,1
Protopanderodus cf. leonardii,Tetragraptus quadribrachiatus,1
Protopanderodus cf. leonardii,Tetragraptus reclinatus,1
Protopanderodus cf. leonardii,Tetragraptus serra,1
Protopanderodus cf. leonardii,Tetragraptus tornquisti,1
Protopanderodus cf. leonardii, 'Tetragraptus' bulmani,1
Protopanderodus cf. leonardii,Tetragraptus sp.,1
Protopanderodus cf. leonardii,Araneograptus murrayi,1
Protopanderodus cf. leonardii,Dictyonema sp.,1
Protopanderodus cf. leonardii,Tuboid,1
Protopanderodus cf. leonardii,Anisograptus cf. matanensis,1
Protopanderodus cf. leonardii,Bryograptus divergens,1
Protopanderodus cf. leonardii,Bryograptus kjerulfi cumbrensis,1
Protopanderodus cf. leonardii,Bryograptus lapworthi,1
Protopanderodus cf. leonardii,Rhabdinopora flabelliforme cf. anglica,1
Protopanderodus cf. leonardii,Rhabdinopora flabelliforme flabelliforme,1
Protopanderodus cf. leonardii,Rhabdinopora flabelliforme multithecatum,1
Protopanderodus cf. leonardii,Rhabdinopora flabelliformis socialis,1
Protopanderodus cf. leonardii,Rhabdinopora flabelliformis canadenisis,1
Protopanderodus cf. leonardii,Rhabdinopora flabelliforme norvegicum,1
Protopanderodus cf. leonardii,Acrograptus nicholsoni,1
Protopanderodus cf. leonardii,Adelograptus sp.,1
Protopanderodus cf. leonardii,Azygograptus eivionicus,1
Protopanderodus cf. leonardii,Azygograptus sp.,1
Protopanderodus cf. leonardii,Etagraptus putillus,1
Protopanderodus cf. leonardii,Hermannograptus sp.,1
Protopanderodus cf. leonardii,Isograptus caduceus arcuatus,1
Protopanderodus cf. leonardii,Isograptus caduceus gracilis,1
Protopanderodus cf. leonardii,Isograptus furcula,1
Protopanderodus cf. leonardii,Pterograptus sp.,1
Protopanderodus cf. leonardii,Schizograptus sp.,1
Protopanderodus cf. leonardii,Temnograptus multiflex,1
Protopanderodus cf. leonardii,Temnograptus cf. noveboracensis,1
Protopanderodus cf. leonardii,Temnograptus ramulus,1
Protopanderodus cf. leonardii,Adelograptus tenellus,1
Protopanderodus cf. leonardii,Choristograptus louai,1
Protopanderodus cf. leonardii,Ancoragraptus bulmani,1
Protopanderodus cf. leonardii,?Cymatograptus protobalticus,1
Protopanderodus cf. leonardii,?Baltograptus jacksoni,1
Protopanderodus cf. leonardii,Baltograptus minutus,1
Protopanderodus cf. leonardii,Baltograptus deflexus,1
Protopanderodus cf. leonardii,?Baltograptus kurcki,1
Protopanderodus cf. leonardii,Expansograptus sp.,1
Protopanderodus cf. leonardii,Webbyites felix,1
Protopanderodus cf. leonardii,Rhabdopleura-like epibiont,1
Protopanderodus cf. leonardii,Drepanoistodus? cf. pervetus,1
Protopanderodus cf. leonardii,Drepanoistodus cf. forceps,1
Protopanderodus cf. leonardii,Acodus deltatus,1
Protopanderodus cf. leonardii,Cornuodus longibasis,1
Protopanderodus cf. leonardii,Drepanodus arcuatus,1
Protopanderodus cf. leonardii,Paltodus cf. inaequalis,1
Protopanderodus cf. leonardii,Parapaltodus aff. flexuosus,1
Protopanderodus cf. leonardii,Parapaltodus aff. simplicissimus,1
Protopanderodus cf. leonardii,Paroistodus cf. proteus,1
Protopanderodus cf. leonardii,Paroistodus cf. parallellus,1
Protopanderodus cf. leonardii,Periodon cf. selenopsis,1
Protopanderodus cf. leonardii,Periodon cf. primus,1
Protopanderodus cf. leonardii,Prioniodus sp.,1
Protopanderodus cf. leonardii,Prioniodus cf. gilberti,1
Protopanderodus cf. leonardii,Protopanderodus cf. leonardii,1
Protopanderodus cf. leonardii,Scalpellodus aff. gracilis,1
Protopanderodus cf. leonardii,Scolopodus aff. krummi,1
Protopanderodus cf. leonardii,Semiacontiodus sp.,1
Protopanderodus cf. leonardii,Semiacontiodus cf. cornuformis,1
Protopanderodus cf. leonardii,Stolodus cf. stola,1
Protopanderodus cf. leonardii,Tripodus sp.,1
Protopanderodus cf. leonardii,Tripodus aff. Laevis,1
Protopanderodus cf. leonardii,Tropodus sp.,1
Protopanderodus cf. leonardii,Tropodus cf. sweeti,1
Scalpellodus aff. gracilis,Benthic detritus,1
Scalpellodus aff. gracilis,Zooplankton,1
Scalpellodus aff. gracilis,Bryozoan,1
Scalpellodus aff. gracilis,Halkieriid,1
Scalpellodus aff. gracilis,Calvapilosa kroegeri,1
Scalpellodus aff. gracilis,Plumulites bengtsoni,1
Scalpellodus aff. gracilis,Large plumulitid,1
Scalpellodus aff. gracilis,Possible phyllodocid,1
Scalpellodus aff. gracilis,Palaeoscolex cf. tenensis,1
Scalpellodus aff. gracilis,Priapulid,1
Scalpellodus aff. gracilis,Large taxon with spinose limbs,1
Scalpellodus aff. gracilis,Small taxon with spinose limbs,1
Scalpellodus aff. gracilis,Clonograptus rigidus,1
Scalpellodus aff. gracilis,Clonograptus flexibilis,1
Scalpellodus aff. gracilis,Clonograptus flexilis,1
Scalpellodus aff. gracilis,Clonograptus persistens,1
Scalpellodus aff. gracilis,Clonograptus multiplex,1
Scalpellodus aff. gracilis,Didymograptus cf. arcuatus,1
Scalpellodus aff. gracilis,Didymograptus deflexus,1
Scalpellodus aff. gracilis,Didymograptus extensus,1
Scalpellodus aff. gracilis,Didymograptus v-fractus,1
Scalpellodus aff. gracilis,Didymograptus intendus,1
Scalpellodus aff. gracilis,Didymograptus pennatulus,1
Scalpellodus aff. gracilis,Didymograptus nanus,1
Scalpellodus aff. gracilis,Didymograptus nitidus,1
Scalpellodus aff. gracilis,Didymograptus patulus,1
Scalpellodus aff. gracilis,Didymograptus sparsus,1
Scalpellodus aff. gracilis,"""Didymograptus sp. 1""",1
Scalpellodus aff. gracilis,Didymograptus sp.,1
Scalpellodus aff. gracilis,Didymograptid indet.,1
Scalpellodus aff. gracilis,Dichograptidae?,1
Scalpellodus aff. gracilis,Hunnegraptus copiosus,1
Scalpellodus aff. gracilis, 'Kiaerograptus' supremus,1
Scalpellodus aff. gracilis,Koremagraptus sp.,1
Scalpellodus aff. gracilis,Paradelograptus norvegicus,1
Scalpellodus aff. gracilis,Paradelograptus tenuis,1
Scalpellodus aff. gracilis,Paratemnograptus magnificus,1
Scalpellodus aff. gracilis,Tetragraptus cf. approximatus,1
Scalpellodus aff. gracilis,Tetragraptus quadribrachiatus,1
Scalpellodus aff. gracilis,Tetragraptus reclinatus,1
Scalpellodus aff. gracilis,Tetragraptus serra,1
Scalpellodus aff. gracilis,Tetragraptus tornquisti,1
Scalpellodus aff. gracilis, 'Tetragraptus' bulmani,1
Scalpellodus aff. gracilis,Tetragraptus sp.,1
Scalpellodus aff. gracilis,Araneograptus murrayi,1
Scalpellodus aff. gracilis,Dictyonema sp.,1
Scalpellodus aff. gracilis,Tuboid,1
Scalpellodus aff. gracilis,Anisograptus cf. matanensis,1
Scalpellodus aff. gracilis,Bryograptus divergens,1
Scalpellodus aff. gracilis,Bryograptus kjerulfi cumbrensis,1
Scalpellodus aff. gracilis,Bryograptus lapworthi,1
Scalpellodus aff. gracilis,Rhabdinopora flabelliforme cf. anglica,1
Scalpellodus aff. gracilis,Rhabdinopora flabelliforme flabelliforme,1
Scalpellodus aff. gracilis,Rhabdinopora flabelliforme multithecatum,1
Scalpellodus aff. gracilis,Rhabdinopora flabelliformis socialis,1
Scalpellodus aff. gracilis,Rhabdinopora flabelliformis canadenisis,1
Scalpellodus aff. gracilis,Rhabdinopora flabelliforme norvegicum,1
Scalpellodus aff. gracilis,Acrograptus nicholsoni,1
Scalpellodus aff. gracilis,Adelograptus sp.,1
Scalpellodus aff. gracilis,Azygograptus eivionicus,1
Scalpellodus aff. gracilis,Azygograptus sp.,1
Scalpellodus aff. gracilis,Etagraptus putillus,1
Scalpellodus aff. gracilis,Hermannograptus sp.,1
Scalpellodus aff. gracilis,Isograptus caduceus arcuatus,1
Scalpellodus aff. gracilis,Isograptus caduceus gracilis,1
Scalpellodus aff. gracilis,Isograptus furcula,1
Scalpellodus aff. gracilis,Pterograptus sp.,1
Scalpellodus aff. gracilis,Schizograptus sp.,1
Scalpellodus aff. gracilis,Temnograptus multiflex,1
Scalpellodus aff. gracilis,Temnograptus cf. noveboracensis,1
Scalpellodus aff. gracilis,Temnograptus ramulus,1
Scalpellodus aff. gracilis,Adelograptus tenellus,1
Scalpellodus aff. gracilis,Choristograptus louai,1
Scalpellodus aff. gracilis,Ancoragraptus bulmani,1
Scalpellodus aff. gracilis,?Cymatograptus protobalticus,1
Scalpellodus aff. gracilis,?Baltograptus jacksoni,1
Scalpellodus aff. gracilis,Baltograptus minutus,1
Scalpellodus aff. gracilis,Baltograptus deflexus,1
Scalpellodus aff. gracilis,?Baltograptus kurcki,1
Scalpellodus aff. gracilis,Expansograptus sp.,1
Scalpellodus aff. gracilis,Webbyites felix,1
Scalpellodus aff. gracilis,Rhabdopleura-like epibiont,1
Scalpellodus aff. gracilis,Drepanoistodus? cf. pervetus,1
Scalpellodus aff. gracilis,Drepanoistodus cf. forceps,1
Scalpellodus aff. gracilis,Acodus deltatus,1
Scalpellodus aff. gracilis,Cornuodus longibasis,1
Scalpellodus aff. gracilis,Drepanodus arcuatus,1
Scalpellodus aff. gracilis,Paltodus cf. inaequalis,1
Scalpellodus aff. gracilis,Parapaltodus aff. flexuosus,1
Scalpellodus aff. gracilis,Parapaltodus aff. simplicissimus,1
Scalpellodus aff. gracilis,Paroistodus cf. proteus,1
Scalpellodus aff. gracilis,Paroistodus cf. parallellus,1
Scalpellodus aff. gracilis,Periodon cf. selenopsis,1
Scalpellodus aff. gracilis,Periodon cf. primus,1
Scalpellodus aff. gracilis,Prioniodus sp.,1
Scalpellodus aff. gracilis,Prioniodus cf. gilberti,1
Scalpellodus aff. gracilis,Protopanderodus cf. leonardii,1
Scalpellodus aff. gracilis,Scalpellodus aff. gracilis,1
Scalpellodus aff. gracilis,Scolopodus aff. krummi,1
Scalpellodus aff. gracilis,Semiacontiodus sp.,1
Scalpellodus aff. gracilis,Semiacontiodus cf. cornuformis,1
Scalpellodus aff. gracilis,Stolodus cf. stola,1
Scalpellodus aff. gracilis,Tripodus sp.,1
Scalpellodus aff. gracilis,Tripodus aff. Laevis,1
Scalpellodus aff. gracilis,Tropodus sp.,1
Scalpellodus aff. gracilis,Tropodus cf. sweeti,1
Scolopodus aff. krummi,Benthic detritus,1
Scolopodus aff. krummi,Zooplankton,1
Scolopodus aff. krummi,Bryozoan,1
Scolopodus aff. krummi,Halkieriid,1
Scolopodus aff. krummi,Calvapilosa kroegeri,1
Scolopodus aff. krummi,Plumulites bengtsoni,1
Scolopodus aff. krummi,Large plumulitid,1
Scolopodus aff. krummi,Possible phyllodocid,1
Scolopodus aff. krummi,Palaeoscolex cf. tenensis,1
Scolopodus aff. krummi,Priapulid,1
Scolopodus aff. krummi,Large taxon with spinose limbs,1
Scolopodus aff. krummi,Small taxon with spinose limbs,1
Scolopodus aff. krummi,Clonograptus rigidus,1
Scolopodus aff. krummi,Clonograptus flexibilis,1
Scolopodus aff. krummi,Clonograptus flexilis,1
Scolopodus aff. krummi,Clonograptus persistens,1
Scolopodus aff. krummi,Clonograptus multiplex,1
Scolopodus aff. krummi,Didymograptus cf. arcuatus,1
Scolopodus aff. krummi,Didymograptus deflexus,1
Scolopodus aff. krummi,Didymograptus extensus,1
Scolopodus aff. krummi,Didymograptus v-fractus,1
Scolopodus aff. krummi,Didymograptus intendus,1
Scolopodus aff. krummi,Didymograptus pennatulus,1
Scolopodus aff. krummi,Didymograptus nanus,1
Scolopodus aff. krummi,Didymograptus nitidus,1
Scolopodus aff. krummi,Didymograptus patulus,1
Scolopodus aff. krummi,Didymograptus sparsus,1
Scolopodus aff. krummi,"""Didymograptus sp. 1""",1
Scolopodus aff. krummi,Didymograptus sp.,1
Scolopodus aff. krummi,Didymograptid indet.,1
Scolopodus aff. krummi,Dichograptidae?,1
Scolopodus aff. krummi,Hunnegraptus copiosus,1
Scolopodus aff. krummi, 'Kiaerograptus' supremus,1
Scolopodus aff. krummi,Koremagraptus sp.,1
Scolopodus aff. krummi,Paradelograptus norvegicus,1
Scolopodus aff. krummi,Paradelograptus tenuis,1
Scolopodus aff. krummi,Paratemnograptus magnificus,1
Scolopodus aff. krummi,Tetragraptus cf. approximatus,1
Scolopodus aff. krummi,Tetragraptus quadribrachiatus,1
Scolopodus aff. krummi,Tetragraptus reclinatus,1
Scolopodus aff. krummi,Tetragraptus serra,1
Scolopodus aff. krummi,Tetragraptus tornquisti,1
Scolopodus aff. krummi, 'Tetragraptus' bulmani,1
Scolopodus aff. krummi,Tetragraptus sp.,1
Scolopodus aff. krummi,Araneograptus murrayi,1
Scolopodus aff. krummi,Dictyonema sp.,1
Scolopodus aff. krummi,Tuboid,1
Scolopodus aff. krummi,Anisograptus cf. matanensis,1
Scolopodus aff. krummi,Bryograptus divergens,1
Scolopodus aff. krummi,Bryograptus kjerulfi cumbrensis,1
Scolopodus aff. krummi,Bryograptus lapworthi,1
Scolopodus aff. krummi,Rhabdinopora flabelliforme cf. anglica,1
Scolopodus aff. krummi,Rhabdinopora flabelliforme flabelliforme,1
Scolopodus aff. krummi,Rhabdinopora flabelliforme multithecatum,1
Scolopodus aff. krummi,Rhabdinopora flabelliformis socialis,1
Scolopodus aff. krummi,Rhabdinopora flabelliformis canadenisis,1
Scolopodus aff. krummi,Rhabdinopora flabelliforme norvegicum,1
Scolopodus aff. krummi,Acrograptus nicholsoni,1
Scolopodus aff. krummi,Adelograptus sp.,1
Scolopodus aff. krummi,Azygograptus eivionicus,1
Scolopodus aff. krummi,Azygograptus sp.,1
Scolopodus aff. krummi,Etagraptus putillus,1
Scolopodus aff. krummi,Hermannograptus sp.,1
Scolopodus aff. krummi,Isograptus caduceus arcuatus,1
Scolopodus aff. krummi,Isograptus caduceus gracilis,1
Scolopodus aff. krummi,Isograptus furcula,1
Scolopodus aff. krummi,Pterograptus sp.,1
Scolopodus aff. krummi,Schizograptus sp.,1
Scolopodus aff. krummi,Temnograptus multiflex,1
Scolopodus aff. krummi,Temnograptus cf. noveboracensis,1
Scolopodus aff. krummi,Temnograptus ramulus,1
Scolopodus aff. krummi,Adelograptus tenellus,1
Scolopodus aff. krummi,Choristograptus louai,1
Scolopodus aff. krummi,Ancoragraptus bulmani,1
Scolopodus aff. krummi,?Cymatograptus protobalticus,1
Scolopodus aff. krummi,?Baltograptus jacksoni,1
Scolopodus aff. krummi,Baltograptus minutus,1
Scolopodus aff. krummi,Baltograptus deflexus,1
Scolopodus aff. krummi,?Baltograptus kurcki,1
Scolopodus aff. krummi,Expansograptus sp.,1
Scolopodus aff. krummi,Webbyites felix,1
Scolopodus aff. krummi,Rhabdopleura-like epibiont,1
Scolopodus aff. krummi,Drepanoistodus? cf. pervetus,1
Scolopodus aff. krummi,Drepanoistodus cf. forceps,1
Scolopodus aff. krummi,Acodus deltatus,1
Scolopodus aff. krummi,Cornuodus longibasis,1
Scolopodus aff. krummi,Drepanodus arcuatus,1
Scolopodus aff. krummi,Paltodus cf. inaequalis,1
Scolopodus aff. krummi,Parapaltodus aff. flexuosus,1
Scolopodus aff. krummi,Parapaltodus aff. simplicissimus,1
Scolopodus aff. krummi,Paroistodus cf. proteus,1
Scolopodus aff. krummi,Paroistodus cf. parallellus,1
Scolopodus aff. krummi,Periodon cf. selenopsis,1
Scolopodus aff. krummi,Periodon cf. primus,1
Scolopodus aff. krummi,Prioniodus sp.,1
Scolopodus aff. krummi,Prioniodus cf. gilberti,1
Scolopodus aff. krummi,Protopanderodus cf. leonardii,1
Scolopodus aff. krummi,Scalpellodus aff. gracilis,1
Scolopodus aff. krummi,Scolopodus aff. krummi,1
Scolopodus aff. krummi,Semiacontiodus sp.,1
Scolopodus aff. krummi,Semiacontiodus cf. cornuformis,1
Scolopodus aff. krummi,Stolodus cf. stola,1
Scolopodus aff. krummi,Tripodus sp.,1
Scolopodus aff. krummi,Tripodus aff. Laevis,1
Scolopodus aff. krummi,Tropodus sp.,1
Scolopodus aff. krummi,Tropodus cf. sweeti,1
Semiacontiodus sp.,Benthic detritus,1
Semiacontiodus sp.,Zooplankton,1
Semiacontiodus sp.,Bryozoan,1
Semiacontiodus sp.,Halkieriid,1
Semiacontiodus sp.,Calvapilosa kroegeri,1
Semiacontiodus sp.,Plumulites bengtsoni,1
Semiacontiodus sp.,Large plumulitid,1
Semiacontiodus sp.,Possible phyllodocid,1
Semiacontiodus sp.,Palaeoscolex cf. tenensis,1
Semiacontiodus sp.,Priapulid,1
Semiacontiodus sp.,Large taxon with spinose limbs,1
Semiacontiodus sp.,Small taxon with spinose limbs,1
Semiacontiodus sp.,Clonograptus rigidus,1
Semiacontiodus sp.,Clonograptus flexibilis,1
Semiacontiodus sp.,Clonograptus flexilis,1
Semiacontiodus sp.,Clonograptus persistens,1
Semiacontiodus sp.,Clonograptus multiplex,1
Semiacontiodus sp.,Didymograptus cf. arcuatus,1
Semiacontiodus sp.,Didymograptus deflexus,1
Semiacontiodus sp.,Didymograptus extensus,1
Semiacontiodus sp.,Didymograptus v-fractus,1
Semiacontiodus sp.,Didymograptus intendus,1
Semiacontiodus sp.,Didymograptus pennatulus,1
Semiacontiodus sp.,Didymograptus nanus,1
Semiacontiodus sp.,Didymograptus nitidus,1
Semiacontiodus sp.,Didymograptus patulus,1
Semiacontiodus sp.,Didymograptus sparsus,1
Semiacontiodus sp.,"""Didymograptus sp. 1""",1
Semiacontiodus sp.,Didymograptus sp.,1
Semiacontiodus sp.,Didymograptid indet.,1
Semiacontiodus sp.,Dichograptidae?,1
Semiacontiodus sp.,Hunnegraptus copiosus,1
Semiacontiodus sp., 'Kiaerograptus' supremus,1
Semiacontiodus sp.,Koremagraptus sp.,1
Semiacontiodus sp.,Paradelograptus norvegicus,1
Semiacontiodus sp.,Paradelograptus tenuis,1
Semiacontiodus sp.,Paratemnograptus magnificus,1
Semiacontiodus sp.,Tetragraptus cf. approximatus,1
Semiacontiodus sp.,Tetragraptus quadribrachiatus,1
Semiacontiodus sp.,Tetragraptus reclinatus,1
Semiacontiodus sp.,Tetragraptus serra,1
Semiacontiodus sp.,Tetragraptus tornquisti,1
Semiacontiodus sp., 'Tetragraptus' bulmani,1
Semiacontiodus sp.,Tetragraptus sp.,1
Semiacontiodus sp.,Araneograptus murrayi,1
Semiacontiodus sp.,Dictyonema sp.,1
Semiacontiodus sp.,Tuboid,1
Semiacontiodus sp.,Anisograptus cf. matanensis,1
Semiacontiodus sp.,Bryograptus divergens,1
Semiacontiodus sp.,Bryograptus kjerulfi cumbrensis,1
Semiacontiodus sp.,Bryograptus lapworthi,1
Semiacontiodus sp.,Rhabdinopora flabelliforme cf. anglica,1
Semiacontiodus sp.,Rhabdinopora flabelliforme flabelliforme,1
Semiacontiodus sp.,Rhabdinopora flabelliforme multithecatum,1
Semiacontiodus sp.,Rhabdinopora flabelliformis socialis,1
Semiacontiodus sp.,Rhabdinopora flabelliformis canadenisis,1
Semiacontiodus sp.,Rhabdinopora flabelliforme norvegicum,1
Semiacontiodus sp.,Acrograptus nicholsoni,1
Semiacontiodus sp.,Adelograptus sp.,1
